[run number],initial-people,environment,healthy-treatment-chance,dep-treatment-chance,[step],"count turtles with [ severity = ""No Depression"" ]","count turtles with [ severity = ""Mild Depression"" ]","count turtles with [ severity = ""Moderate Depression"" ]","count turtles with [ severity = ""Severe Depression"" ]","count turtles with [ severity != ""No Depression"" ]",mean [ dep-score ] of turtles,count turtles with [ treatment? ],count turtles with [ talks? ],mean [ prob-of-talking ] of turtles,mean [ prob-of-treatment ] of turtles,"mean [ dep-score ] of turtles with [ gender? = ""male"" ]","mean [ dep-score ] of turtles with [ gender? = ""female"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""female"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""female"" ]","count turtles with [ gender? = ""male"" ]","count turtles with [ gender? = ""female"" ]"
8,1000,50,7.7,28,1,944,27,18,11,56,7.298498905,81,490,49.95347065,8.752927761,6.682734768,7.921696814,483,20,461,36,503,497
4,1000,50,7.7,28,1,944,27,14,15,56,7.404387136,103,502,49.90598665,8.975411406,6.275242447,8.484918942,477,12,467,44,489,511
6,1000,50,7.7,28,1,942,28,12,18,58,7.384593173,92,488,49.98557217,8.955835814,6.652911203,8.096070907,471,22,471,36,493,507
1,1000,50,7.7,28,1,945,27,16,12,55,7.22376389,96,498,50.34719604,8.836220414,6.484921494,7.927973048,475,13,470,42,488,512
5,1000,50,7.7,28,1,944,26,12,18,56,7.23367321,97,508,50.17456653,8.792712262,6.391837715,8.042495548,472,18,472,38,490,510
3,1000,50,7.7,28,2,948,26,15,11,52,7.21982417,82,475,49.91986589,8.79675097,6.351286441,8.0883619,482,18,466,34,500,500
7,1000,50,7.7,28,1,939,35,10,16,61,7.160050453,85,510,50.01646403,8.88106153,6.379248041,7.922335811,472,22,467,39,494,506
2,1000,50,7.7,28,2,952,19,18,11,48,6.901640335,85,475,50.12322846,8.674008564,6.027800242,7.807515298,491,18,461,30,509,491
8,1000,50,7.7,28,2,946,27,17,10,54,7.29014931,76,520,49.9948593,8.766394252,6.716572193,7.870650898,483,20,463,34,503,497
4,1000,50,7.7,28,2,946,25,14,15,54,7.416190006,96,517,49.95074384,8.989619546,6.310013691,8.474742291,478,11,468,43,489,511
6,1000,50,7.7,28,2,942,27,13,18,58,7.405027533,112,506,49.99769088,8.972710099,6.649335528,8.139852303,472,21,470,37,493,507
5,1000,50,7.7,28,2,944,26,13,17,56,7.25612287,94,511,50.191575,8.834592649,6.447479333,8.033054897,472,18,472,38,490,510
3,1000,50,7.7,28,3,947,27,15,11,53,7.209389158,111,488,49.95014585,8.825567537,6.325265443,8.093512874,482,18,465,35,500,500
7,1000,50,7.7,28,2,938,35,11,16,62,7.19879493,104,499,50.02528319,8.909590904,6.422406605,7.956770883,472,22,466,40,494,506
1,1000,50,7.7,28,2,946,26,14,14,54,7.244776022,100,497,50.35324205,8.841466387,6.512494528,7.942731822,475,13,471,41,488,512
8,1000,50,7.7,28,3,948,26,16,10,52,7.318771068,97,496,49.97963009,8.789827036,6.719664612,7.925110197,484,19,464,33,503,497
2,1000,50,7.7,28,3,955,18,17,10,45,6.88555289,85,498,50.14953427,8.698071139,5.991444758,7.812438916,493,16,462,29,509,491
4,1000,50,7.7,28,3,948,23,14,15,52,7.404869195,93,491,49.97365772,9.008800751,6.314060019,8.44871594,478,11,470,41,489,511
6,1000,50,7.7,28,3,943,26,13,18,57,7.417616806,89,535,50.03532332,8.977486713,6.652593522,8.161515186,473,20,470,37,493,507
5,1000,50,7.7,28,3,945,26,12,17,55,7.279013244,94,533,50.23686146,8.851943881,6.476128527,8.050412286,472,18,473,37,490,510
3,1000,50,7.7,28,4,948,26,15,11,52,7.212696841,92,518,49.99604871,8.858847874,6.366455002,8.05893868,482,18,466,34,500,500
7,1000,50,7.7,28,3,937,36,11,16,63,7.233891816,102,529,50.04688158,8.918944218,6.497201203,7.953111506,471,23,466,40,494,506
1,1000,50,7.7,28,3,947,25,13,15,53,7.310141146,89,567,50.40170745,8.853224458,6.607560546,7.979788281,475,13,472,40,488,512
8,1000,50,7.7,28,4,949,25,16,10,51,7.32500048,78,493,50.03111217,8.795774605,6.726442069,7.930784949,485,18,464,33,503,497
2,1000,50,7.7,28,4,955,18,17,10,45,6.9010367,85,515,50.19099098,8.72345712,5.989295222,7.84620251,493,16,462,29,509,491
4,1000,50,7.7,28,4,948,23,14,15,52,7.446054646,90,488,50.01292496,9.029430012,6.420353241,8.427596695,478,11,470,41,489,511
6,1000,50,7.7,28,4,943,25,14,18,57,7.441693373,96,540,50.05733051,8.994386658,6.688126819,8.174451382,473,20,470,37,493,507
5,1000,50,7.7,28,4,946,27,12,15,54,7.30689552,84,483,50.27262569,8.863936833,6.471922292,8.1091247,473,17,473,37,490,510
3,1000,50,7.7,28,5,949,26,14,11,51,7.235844395,104,499,50.02376505,8.90204273,6.368264552,8.103424237,483,17,466,34,500,500
7,1000,50,7.7,28,4,939,35,9,17,61,7.254908695,99,498,50.07973467,8.94260975,6.501569743,7.9903819,472,22,467,39,494,506
1,1000,50,7.7,28,4,946,26,13,15,54,7.353899011,96,515,50.42920188,8.876086915,6.636612856,8.037562378,475,13,471,41,488,512
8,1000,50,7.7,28,5,948,26,17,9,52,7.369008128,92,494,50.07150769,8.811610485,6.771200017,7.974033238,485,18,463,34,503,497
2,1000,50,7.7,28,5,955,19,16,10,45,6.943088277,86,491,50.22765634,8.734738792,6.014847771,7.905357966,493,16,462,29,509,491
4,1000,50,7.7,28,5,950,23,12,15,50,7.4495974,90,512,50.04193551,9.057330828,6.443317918,8.412553694,478,11,472,39,489,511
5,1000,50,7.7,28,5,947,27,12,14,53,7.322790781,93,512,50.30127581,8.891720947,6.499655656,8.113646096,473,17,474,36,490,510
6,1000,50,7.7,28,5,942,26,14,18,58,7.489781119,99,513,50.10421135,9.030758983,6.756089358,8.203213148,472,21,470,37,493,507
3,1000,50,7.7,28,6,950,26,13,11,50,7.241915559,97,502,50.0951791,8.908507372,6.439714895,8.044116223,483,17,467,33,500,500
7,1000,50,7.7,28,5,940,34,9,17,60,7.299250126,89,496,50.11881928,8.94669873,6.55560133,8.025262981,472,22,468,38,494,506
1,1000,50,7.7,28,5,946,26,13,15,54,7.404352607,91,524,50.4908122,8.898115963,6.679644018,8.095090482,475,13,471,41,488,512
8,1000,50,7.7,28,6,949,26,17,8,51,7.358416123,97,471,50.08795956,8.817558003,6.79716914,7.926438723,485,18,464,33,503,497
2,1000,50,7.7,28,6,954,21,15,10,46,6.931711475,91,505,50.28671623,8.770282601,6.010059777,7.887150811,492,17,462,29,509,491
4,1000,50,7.7,28,6,950,22,13,15,50,7.466476088,91,514,50.05332648,9.07473897,6.459296185,8.430294038,478,11,472,39,489,511
7,1000,50,7.7,28,6,940,34,9,17,60,7.334648856,90,494,50.15047808,8.961210554,6.561362377,8.089596526,472,22,468,38,494,506
5,1000,50,7.7,28,6,947,26,13,14,53,7.351453014,80,506,50.35155329,8.915099683,6.523826402,8.146623679,474,16,473,37,490,510
6,1000,50,7.7,28,6,943,26,13,18,57,7.523026873,95,506,50.12305486,9.049959781,6.825041454,8.201738533,472,21,471,36,493,507
3,1000,50,7.7,28,7,951,25,13,11,49,7.289007626,97,500,50.13065022,8.926650242,6.482141023,8.09587423,484,16,467,33,500,500
1,1000,50,7.7,28,6,947,26,12,15,53,7.44690496,75,501,50.50707356,8.938794636,6.718288416,8.141367604,475,13,472,40,488,512
2,1000,50,7.7,28,7,953,22,15,10,47,6.946650845,101,532,50.36291976,8.777629933,6.02459606,7.902508045,492,17,461,30,509,491
8,1000,50,7.7,28,7,948,27,17,8,52,7.379265829,93,499,50.10947283,8.853288418,6.8057194,7.959736359,485,18,463,34,503,497
5,1000,50,7.7,28,7,947,26,12,15,53,7.408717156,88,532,50.3748017,8.950207711,6.563895893,8.220408173,475,15,472,38,490,510
7,1000,50,7.7,28,7,940,34,9,17,60,7.337178515,104,518,50.19353259,8.956406154,6.545411642,8.110168309,472,22,468,38,494,506
6,1000,50,7.7,28,7,945,24,12,19,55,7.532844767,79,514,50.15004645,9.06885407,6.878138642,8.169472222,471,22,474,33,493,507
4,1000,50,7.7,28,7,950,22,13,15,50,7.476775954,109,477,50.07456617,9.083809506,6.460385283,8.449408123,478,11,472,39,489,511
3,1000,50,7.7,28,8,955,22,12,11,45,7.26746907,81,511,50.17637276,8.926163878,6.466933954,8.068004186,485,15,470,30,500,500
1,1000,50,7.7,28,7,950,25,11,14,50,7.42979219,90,501,50.5440775,8.975179219,6.728109608,8.098583401,476,12,474,38,488,512
2,1000,50,7.7,28,8,953,22,15,10,47,6.955154954,98,550,50.41505614,8.802387242,6.032689764,7.911437604,492,17,461,30,509,491
7,1000,50,7.7,28,8,940,33,10,17,60,7.359133069,108,507,50.24318993,8.989546121,6.543961735,8.154972278,472,22,468,38,494,506
5,1000,50,7.7,28,8,946,28,13,13,54,7.423379369,100,528,50.43692486,8.963925,6.616180138,8.198923728,475,15,471,39,490,510
8,1000,50,7.7,28,8,949,27,18,6,51,7.404560586,106,498,50.13884689,8.873993855,6.858502333,7.957211093,485,18,464,33,503,497
6,1000,50,7.7,28,8,946,24,12,18,54,7.573755444,92,469,50.16318566,9.081445468,6.96526046,8.165447806,471,22,475,32,493,507
4,1000,50,7.7,28,8,950,23,12,15,50,7.478400911,88,519,50.08899809,9.101383533,6.451579002,8.461015223,479,10,471,40,489,511
3,1000,50,7.7,28,9,956,20,12,12,44,7.287967885,81,517,50.19244806,8.950214197,6.512143216,8.063792553,484,16,472,28,500,500
1,1000,50,7.7,28,8,952,25,10,13,48,7.433213475,103,522,50.61848994,8.992353428,6.770806482,8.064570142,476,12,476,36,488,512
5,1000,50,7.7,28,9,950,25,12,13,50,7.417890031,87,501,50.47672916,8.989936706,6.62684043,8.177918079,477,13,473,37,490,510
7,1000,50,7.7,28,9,941,32,10,17,59,7.415721605,91,492,50.27173379,9.025602745,6.559022751,8.25210349,473,21,468,38,494,506
2,1000,50,7.7,28,9,954,22,14,10,46,6.984154683,95,522,50.44710281,8.817515829,6.055878552,7.946461304,493,16,461,30,509,491
4,1000,50,7.7,28,9,949,24,12,15,51,7.501408973,93,521,50.11732138,9.112230689,6.507338441,8.452681948,478,11,471,40,489,511
8,1000,50,7.7,28,9,950,26,18,6,50,7.429485697,81,489,50.15660749,8.904754933,6.907875418,7.957393082,485,18,465,32,503,497
6,1000,50,7.7,28,9,947,23,11,19,53,7.607362747,91,491,50.19751519,9.104881075,7.047897287,8.151379457,471,22,476,31,493,507
3,1000,50,7.7,28,10,955,23,12,10,45,7.299869765,75,495,50.24479242,8.978972778,6.531591413,8.068148117,484,16,471,29,500,500
5,1000,50,7.7,28,10,950,25,12,13,50,7.430477603,94,508,50.51613015,8.989646639,6.669780467,8.16134348,476,14,474,36,490,510
7,1000,50,7.7,28,10,942,31,10,17,58,7.446825869,98,486,50.29928695,9.030854231,6.545811124,8.326472675,475,19,467,39,494,506
1,1000,50,7.7,28,9,952,24,11,13,48,7.438729481,100,491,50.65676409,9.029582706,6.788889172,8.058108526,476,12,476,36,488,512
2,1000,50,7.7,28,10,956,21,13,10,44,7.001474831,103,510,50.48985085,8.827082193,6.118124514,7.917208663,494,15,462,29,509,491
4,1000,50,7.7,28,10,949,22,13,16,51,7.531412006,106,520,50.19012913,9.14266091,6.512323139,8.506626206,478,11,471,40,489,511
8,1000,50,7.7,28,10,950,26,18,6,50,7.422806194,104,531,50.18873516,8.907369227,6.899975421,7.951948808,485,18,465,32,503,497
3,1000,50,7.7,28,11,956,23,11,10,44,7.343728575,95,502,50.28709563,8.987851306,6.578690354,8.108766796,485,15,471,29,500,500
6,1000,50,7.7,28,10,947,23,11,19,53,7.623472492,93,506,50.21063577,9.11968395,7.062231976,8.169215242,471,22,476,31,493,507
5,1000,50,7.7,28,11,953,25,10,12,47,7.443085982,92,513,50.55632427,8.998007681,6.743065086,8.115655078,476,14,477,33,490,510
7,1000,50,7.7,28,11,941,32,10,17,59,7.475983634,103,502,50.34679386,9.061379772,6.599266266,8.331909286,475,19,466,40,494,506
2,1000,50,7.7,28,11,956,22,12,10,44,7.041166714,95,499,50.52134625,8.848617998,6.157443426,7.957287189,494,15,462,29,509,491
4,1000,50,7.7,28,11,949,22,13,16,51,7.566055651,104,510,50.221059,9.138773602,6.539878006,8.548053436,478,11,471,40,489,511
1,1000,50,7.7,28,10,954,23,11,12,46,7.438469876,93,509,50.70477208,9.051442137,6.766458656,8.07898057,478,10,476,36,488,512
6,1000,50,7.7,28,11,948,22,11,19,52,7.638362075,81,529,50.24812708,9.142382377,7.101582116,8.160319708,471,22,477,30,493,507
3,1000,50,7.7,28,12,956,22,13,9,44,7.388074514,82,508,50.31708019,9.0069468,6.591434465,8.184714563,485,15,471,29,500,500
8,1000,50,7.7,28,11,950,26,18,6,50,7.449472402,98,521,50.23475222,8.951412521,6.914550337,7.990852279,485,18,465,32,503,497
5,1000,50,7.7,28,12,953,26,10,11,47,7.472123136,90,520,50.58762929,9.014215264,6.736624745,8.178778453,477,13,476,34,490,510
7,1000,50,7.7,28,12,941,33,10,16,59,7.496442994,95,537,50.39545478,9.064315763,6.650311097,8.322508522,475,19,466,40,494,506
2,1000,50,7.7,28,12,955,23,12,10,45,7.052645207,112,512,50.54294739,8.872047288,6.172282094,7.965282324,493,16,462,29,509,491
4,1000,50,7.7,28,12,947,23,14,16,53,7.601330646,99,491,50.27283365,9.168309224,6.555991413,8.601665059,478,11,469,42,489,511
6,1000,50,7.7,28,12,948,23,10,19,52,7.652176827,95,499,50.26598514,9.155114982,7.115858812,8.173685272,472,21,476,31,493,507
3,1000,50,7.7,28,13,957,22,13,8,43,7.380557558,93,477,50.36921752,9.040869123,6.605694258,8.155420858,486,14,471,29,500,500
1,1000,50,7.7,28,11,954,24,9,13,46,7.45969598,105,502,50.73868304,9.083927423,6.790850953,8.097188896,479,9,475,37,488,512
8,1000,50,7.7,28,12,952,26,16,6,48,7.486177425,93,516,50.25715918,8.960906384,6.912766579,8.066510735,486,17,466,31,503,497
5,1000,50,7.7,28,13,956,23,10,11,44,7.472264655,88,518,50.61663608,9.037038063,6.71036169,8.204289073,479,11,477,33,490,510
7,1000,50,7.7,28,13,941,33,10,16,59,7.517850411,96,486,50.40993397,9.073806205,6.67136245,8.344263558,475,19,466,40,494,506
2,1000,50,7.7,28,13,955,24,11,10,45,7.077422608,85,494,50.57302705,8.88026415,6.218534876,7.967797059,494,15,461,30,509,491
4,1000,50,7.7,28,13,946,24,14,16,54,7.638368028,85,507,50.33084529,9.181512522,6.630871921,8.602488569,477,12,469,42,489,511
3,1000,50,7.7,28,14,960,20,12,8,40,7.347179741,98,531,50.39154749,9.025990968,6.599529155,8.094830327,486,14,474,26,500,500
6,1000,50,7.7,28,13,947,24,10,19,53,7.682805202,104,513,50.29326025,9.166505497,7.191821105,8.160231553,472,21,475,32,493,507
8,1000,50,7.7,28,13,952,27,13,8,48,7.541041668,81,508,50.32811075,8.968533339,6.9912353,8.097485538,486,17,466,31,503,497
1,1000,50,7.7,28,12,956,23,8,13,44,7.455154698,101,514,50.76449819,9.112053716,6.782663106,8.096123246,479,9,477,35,488,512
5,1000,50,7.7,28,14,955,23,10,12,45,7.482435345,102,500,50.66663685,9.057057504,6.697843296,8.236259079,479,11,476,34,490,510
7,1000,50,7.7,28,14,941,33,10,16,59,7.516831066,100,512,50.44325458,9.094353675,6.67725272,8.336498462,475,19,466,40,494,506
4,1000,50,7.7,28,14,948,24,12,16,52,7.649316924,112,484,50.35279213,9.19585464,6.661131016,8.594958625,478,11,470,41,489,511
2,1000,50,7.7,28,14,955,24,10,11,45,7.131412938,96,511,50.59031715,8.895526845,6.260609464,8.034139962,494,15,461,30,509,491
3,1000,50,7.7,28,15,960,19,13,8,40,7.388394055,83,492,50.42056389,9.050949982,6.61649859,8.16028952,486,14,474,26,500,500
6,1000,50,7.7,28,14,948,24,10,18,52,7.681113776,97,488,50.28635412,9.183521808,7.172513025,8.175670326,473,20,475,32,493,507
8,1000,50,7.7,28,14,953,27,12,8,47,7.565702576,100,489,50.39806982,8.986761213,7.022465987,8.115497353,488,15,465,32,503,497
1,1000,50,7.7,28,13,957,22,8,13,43,7.434332295,101,523,50.78914824,9.129630335,6.734893961,8.100984458,479,9,478,34,488,512
5,1000,50,7.7,28,15,957,23,9,11,43,7.491511985,105,518,50.70075583,9.085951631,6.712477255,8.239996333,479,11,478,32,490,510
4,1000,50,7.7,28,15,948,24,12,16,52,7.677429256,96,530,50.37587803,9.230384946,6.710624691,8.602610141,478,11,470,41,489,511
7,1000,50,7.7,28,15,942,30,11,17,58,7.554190641,106,498,50.47317708,9.109681857,6.688777145,8.399080496,475,19,467,39,494,506
2,1000,50,7.7,28,15,954,25,10,11,46,7.17500837,88,518,50.6301085,8.90798232,6.324563486,8.056630461,493,16,461,30,509,491
3,1000,50,7.7,28,16,961,18,13,8,39,7.409640505,94,511,50.4463898,9.076733912,6.659086777,8.160194233,486,14,475,25,500,500
6,1000,50,7.7,28,15,946,26,10,18,54,7.716278697,102,500,50.29937961,9.1904947,7.224385448,8.194589094,473,20,473,34,493,507
8,1000,50,7.7,28,15,951,29,12,8,49,7.614592971,104,494,50.4341154,8.998118693,7.067479744,8.168311186,486,17,465,32,503,497
5,1000,50,7.7,28,16,958,24,7,11,42,7.52679148,104,519,50.71240254,9.107667735,6.816475794,8.20925165,478,12,480,30,490,510
1,1000,50,7.7,28,14,958,22,7,13,42,7.460494878,93,547,50.8289807,9.143768984,6.77218095,8.11654409,479,9,479,33,488,512
4,1000,50,7.7,28,16,948,24,12,16,52,7.674312471,103,488,50.40278417,9.243062319,6.709221135,8.597853886,478,11,470,41,489,511
2,1000,50,7.7,28,16,953,26,9,12,47,7.22459721,84,536,50.66969633,8.9264409,6.362529943,8.118267758,493,16,460,31,509,491
7,1000,50,7.7,28,16,943,30,11,16,57,7.612591205,98,510,50.4924572,9.130519961,6.769668257,8.435523886,475,19,468,38,494,506
3,1000,50,7.7,28,17,959,20,13,8,41,7.456753543,108,497,50.51302895,9.093100843,6.730817361,8.182689725,484,16,475,25,500,500
6,1000,50,7.7,28,16,945,27,10,18,55,7.744130529,88,511,50.33849396,9.208421579,7.275690764,8.199635075,473,20,472,35,493,507
8,1000,50,7.7,28,16,951,30,11,8,49,7.63542033,103,502,50.46972449,9.010022788,7.08218752,8.195332008,486,17,465,32,503,497
5,1000,50,7.7,28,17,960,24,6,10,40,7.551008329,96,517,50.74796693,9.126772343,6.873380269,8.202062739,478,12,482,28,490,510
1,1000,50,7.7,28,15,958,22,7,13,42,7.501589145,96,552,50.85720551,9.148895737,6.813746541,8.157189127,479,9,479,33,488,512
4,1000,50,7.7,28,17,947,25,12,16,53,7.700352435,106,511,50.45856489,9.300256012,6.758857332,8.601313503,477,12,470,41,489,511
2,1000,50,7.7,28,17,953,27,9,11,47,7.20741343,105,525,50.70757248,8.953530003,6.375109138,8.070229896,493,16,460,31,509,491
7,1000,50,7.7,28,17,941,32,11,16,59,7.624270411,93,510,50.51006208,9.14557311,6.781299062,8.447250345,475,19,466,40,494,506
3,1000,50,7.7,28,18,961,17,14,8,39,7.45897179,102,501,50.55172938,9.122259979,6.708292748,8.209650832,486,14,475,25,500,500
6,1000,50,7.7,28,17,945,26,9,20,55,7.767797831,118,520,50.3721375,9.22455597,7.291060169,8.23137114,473,20,472,35,493,507
5,1000,50,7.7,28,18,960,24,6,10,40,7.598557132,97,520,50.76606333,9.150538913,6.897220861,8.27239002,478,12,482,28,490,510
8,1000,50,7.7,28,17,950,32,10,8,50,7.687773637,103,495,50.49960261,9.020236132,7.158681692,8.223253009,485,18,465,32,503,497
1,1000,50,7.7,28,16,956,24,7,13,44,7.551416305,100,517,50.87918876,9.193805931,6.876268996,8.194916084,478,10,478,34,488,512
4,1000,50,7.7,28,18,949,24,11,16,51,7.676636016,97,516,50.5150297,9.34032569,6.760269824,8.553550043,477,12,472,39,489,511
2,1000,50,7.7,28,18,953,27,9,11,47,7.198452791,104,518,50.72957834,8.989908116,6.379933986,8.046978396,493,16,460,31,509,491
7,1000,50,7.7,28,18,943,31,11,15,57,7.602043975,93,504,50.52686249,9.162744683,6.781957981,8.40268129,476,18,467,39,494,506
3,1000,50,7.7,28,19,961,17,14,8,39,7.504868671,85,521,50.5748151,9.148941619,6.754467205,8.255270136,486,14,475,25,500,500
6,1000,50,7.7,28,18,946,24,10,20,54,7.789758067,96,515,50.40286154,9.249553568,7.291810658,8.273955448,474,19,472,35,493,507
5,1000,50,7.7,28,19,963,22,6,9,37,7.62562033,94,490,50.81137385,9.155225643,6.882099552,8.33998343,480,10,483,27,490,510
8,1000,50,7.7,28,18,950,31,11,8,50,7.71022915,99,522,50.48313591,9.054170468,7.180023987,8.246835181,485,18,465,32,503,497
4,1000,50,7.7,28,19,949,24,11,16,51,7.679813796,107,490,50.54226404,9.350584534,6.756061481,8.563795953,477,12,472,39,489,511
1,1000,50,7.7,28,17,956,24,7,13,44,7.564392746,106,525,50.91292384,9.220501836,6.888037449,8.209043888,479,9,477,35,488,512
2,1000,50,7.7,28,19,954,27,8,11,46,7.211821124,94,507,50.74815633,9.000739234,6.410507166,8.042511154,493,16,461,30,509,491
7,1000,50,7.7,28,19,944,30,12,14,56,7.609332776,100,526,50.5530614,9.221325051,6.765815381,8.432845806,476,18,468,38,494,506
3,1000,50,7.7,28,20,962,16,14,8,38,7.527839922,107,493,50.6074625,9.17665452,6.787089393,8.26859045,487,13,475,25,500,500
5,1000,50,7.7,28,20,963,23,6,8,37,7.646923148,99,518,50.84931471,9.165481623,6.92175177,8.343656432,480,10,483,27,490,510
6,1000,50,7.7,28,19,946,24,11,19,54,7.773981435,109,508,50.41672104,9.237946072,7.281461493,8.25290122,474,19,472,35,493,507
8,1000,50,7.7,28,19,950,32,11,7,50,7.759353077,85,514,50.52267922,9.074363112,7.214710798,8.310570513,486,17,464,33,503,497
4,1000,50,7.7,28,20,949,24,11,16,51,7.694729909,113,524,50.59508784,9.376034637,6.758557755,8.590597196,478,11,471,40,489,511
2,1000,50,7.7,28,20,953,28,8,11,47,7.25995066,110,528,50.75392948,9.033311662,6.480948874,8.067510557,492,17,461,30,509,491
3,1000,50,7.7,28,21,963,16,12,9,37,7.567880836,104,512,50.68654657,9.190924497,6.872553034,8.263208639,487,13,476,24,500,500
7,1000,50,7.7,28,20,946,31,10,13,54,7.587697046,101,485,50.58056288,9.257123484,6.773623106,8.382464884,476,18,470,36,494,506
1,1000,50,7.7,28,18,956,24,7,13,44,7.598198724,89,506,50.94968651,9.230655088,6.92009684,8.244514583,479,9,477,35,488,512
5,1000,50,7.7,28,21,964,22,6,8,36,7.676417875,83,509,50.89319453,9.189519652,6.935583514,8.388199908,480,10,484,26,490,510
6,1000,50,7.7,28,20,946,26,10,18,54,7.788019618,91,534,50.42631853,9.246598427,7.294398192,8.268010471,474,19,472,35,493,507
8,1000,50,7.7,28,20,950,32,11,7,50,7.800106158,95,503,50.55992941,9.111992961,7.27688039,8.329648536,486,17,464,33,503,497
4,1000,50,7.7,28,21,949,24,11,16,51,7.719840724,97,510,50.62549342,9.405362667,6.799077298,8.600962672,478,11,471,40,489,511
2,1000,50,7.7,28,21,954,25,10,11,46,7.286717542,82,542,50.77887393,9.047757231,6.512391983,8.089429782,492,17,462,29,509,491
3,1000,50,7.7,28,22,964,16,11,9,36,7.565387733,101,517,50.69626483,9.227360066,6.89558321,8.235192255,487,13,477,23,500,500
7,1000,50,7.7,28,21,946,31,10,13,54,7.588271379,83,517,50.63254425,9.271981175,6.7762837,8.381002434,476,18,470,36,494,506
5,1000,50,7.7,28,22,964,22,6,8,36,7.702484164,101,505,50.93791712,9.185772108,6.962730409,8.413227967,480,10,484,26,490,510
1,1000,50,7.7,28,19,958,22,7,13,42,7.612509846,103,512,51.00195714,9.260440724,6.916196855,8.276183165,479,9,479,33,488,512
6,1000,50,7.7,28,21,946,26,10,18,54,7.779191504,90,503,50.44450123,9.260201866,7.317701427,8.227938266,473,20,473,34,493,507
8,1000,50,7.7,28,21,953,30,10,7,47,7.802781138,91,507,50.59894474,9.13086319,7.312459839,8.299021808,486,17,467,30,503,497
4,1000,50,7.7,28,22,948,25,11,16,52,7.742810379,92,522,50.64799981,9.422026552,6.796511972,8.648367954,478,11,470,41,489,511
2,1000,50,7.7,28,22,954,25,10,11,46,7.303212627,80,494,50.80800204,9.061427017,6.534740919,8.099856414,492,17,462,29,509,491
3,1000,50,7.7,28,23,964,17,11,8,36,7.58936926,93,475,50.72149218,9.268176956,6.930478792,8.248259727,487,13,477,23,500,500
5,1000,50,7.7,28,23,964,21,7,8,36,7.721515857,106,493,50.96713628,9.214716884,6.979614112,8.434323415,480,10,484,26,490,510
7,1000,50,7.7,28,22,946,32,10,12,54,7.607734571,95,496,50.67666775,9.288486269,6.83423853,8.362886831,476,18,470,36,494,506
6,1000,50,7.7,28,22,949,25,8,18,51,7.783705213,99,519,50.50083744,9.291558109,7.288004955,8.265717495,476,17,473,34,493,507
1,1000,50,7.7,28,20,958,21,8,13,42,7.613240172,106,506,51.0167981,9.264059499,6.874187448,8.317649799,479,9,479,33,488,512
8,1000,50,7.7,28,22,955,28,10,7,45,7.829121337,100,505,50.64014449,9.168421408,7.344803434,8.319286136,487,16,468,29,503,497
