"","Week","No_Dep","Mild_Dep","Moderate_Dep","Severe_Dep","All_Dep","Mean_DScore","Treatment","Talk","Prob_of_Talking","Prob_of_Treatment","Environment"
"396",80,949.76,31.28,10.68,8.28,50.24,8.679597372,105.9,426.6,42.0472400654,10.10454604926,40
"397",81,949.52,31.54,10.76,8.18,50.48,8.69602356584,105.3,421.48,42.072889969,10.11866972138,40
"398",82,949.22,31.88,10.8,8.1,50.78,8.71361937884,108.06,430.02,42.1018676666,10.1323185107,40
"399",83,948.94,32.22,10.82,8.02,51.06,8.7334775582,105.8,426.64,42.1272383112,10.1468529189,40
"400",84,948.72,32.26,10.84,8.18,51.28,8.75050728546,106.14,428.16,42.1559951062,10.1619579901,40
"401",85,948.48,32.48,10.98,8.06,51.52,8.76994927266,106.88,427.52,42.1847068424,10.17880269614,40
"402",86,948.26,32.72,10.84,8.18,51.74,8.78613335964,106.9,427.62,42.2097608172,10.19541502006,40
"403",87,947.98,32.8,10.98,8.24,52.02,8.80509100304,105.06,425.56,42.2351571868,10.2103920162,40
"404",88,947.56,33.12,11.1,8.22,52.44,8.82356642172,105.62,427.58,42.2622470874,10.22840254042,40
"405",89,947.42,33.08,11.2,8.3,52.58,8.84030652504,106.92,428.34,42.2887565774,10.2479313007,40
"406",90,947.16,33.44,11.14,8.26,52.84,8.85308834166,112.02,425.6,42.3155503468,10.26259331344,40
"407",91,947.36,33.28,11.16,8.2,52.64,8.86850375316,109.28,427.26,42.3378874514,10.27641434016,40
"408",92,947.04,33.6,11.14,8.22,52.96,8.8818183522,110.2,427.22,42.367089243,10.29504052392,40
"409",93,946.58,33.94,11.26,8.22,53.42,8.90143301568,106.62,427.68,42.3948925248,10.3107263266,40
"410",94,946.38,34.02,11.44,8.16,53.62,8.91638719634,108.4,430.44,42.422744438,10.3272345499,40
"411",95,946.14,34.06,11.54,8.26,53.86,8.9338902355,108.64,428.44,42.4484180862,10.33878333882,40
"412",96,946.12,34.02,11.58,8.28,53.88,8.950027425,110.42,429.9,42.4725390528,10.355662459,40
"413",97,945.86,33.96,11.94,8.24,54.14,8.9679986944,110.44,429.12,42.5024277516,10.370309214,40
"414",98,945.72,33.86,12.1,8.32,54.28,8.98336385972,109.04,430.56,42.528097586,10.3895414294,40
"415",99,945.56,33.96,12.36,8.12,54.44,8.99632766724,109.04,433.56,42.5573220086,10.4051501374,40
"416",100,945.22,34.2,12.58,8,54.78,9.00898928504,108.26,429.92,42.5831026994,10.4204956312,40
"417",101,944.88,34.34,12.74,8.04,55.12,9.02582488852,108.38,429.42,42.6105906198,10.4351873098,40
"418",102,944.8,34.44,12.64,8.12,55.2,9.03802988052,111.78,433.4,42.636610804,10.4518518458,40
"419",103,944.52,34.66,12.68,8.14,55.48,9.0503434087,107.18,430.36,42.6663021704,10.4685851192,40
"420",104,944.14,35.02,12.72,8.12,55.86,9.06324504556,109.44,429.84,42.6939552666,10.482510508,40
"421",0,941.8,29.04,13.82,15.34,58.2,7.1997,93.18,507.44,50.0153592506,8.87890654226,50
"422",1,942.22,28.86,13.76,15.16,57.78,7.22236963012,94.2,508.58,50.0481820516,8.89994329456,50
"423",2,942.82,28.42,13.7,15.06,57.18,7.23877771832,92,505.48,50.0789016022,8.91792759364,50
"424",3,943.4,28.12,13.64,14.84,56.6,7.26385127418,94.02,509.34,50.106323759,8.93518567328,50
"425",4,943.78,28.04,13.44,14.74,56.22,7.28201539366,95,505.8,50.1395353132,8.95503724152,50
"426",5,944.56,27.74,13.08,14.62,55.44,7.30381150978,94.5,509.36,50.173078239,8.97092651416,50
"427",6,945.04,27.54,12.86,14.56,54.96,7.32455252174,96.12,505.38,50.2047348014,8.98975346094,50
"428",7,945.42,27.28,12.78,14.52,54.58,7.34556738102,94.74,509.56,50.2378165066,9.00902356044,50
"429",8,945.86,26.98,12.86,14.3,54.14,7.36506964042,94.6,508.82,50.2759480246,9.02866680186,50
"430",9,946.4,26.68,12.7,14.22,53.6,7.384429003,93.44,507.6,50.309446474,9.04679852814,50
"431",10,947.02,26.46,12.46,14.06,52.98,7.39946280506,95,507.3,50.3453334836,9.06614329522,50
"432",11,947.28,26.56,12.28,13.88,52.72,7.41560380484,94.7,508.44,50.3796178724,9.08517206036,50
"433",12,947.62,26.5,12.04,13.84,52.38,7.43535392058,96.3,507.2,50.409452824,9.10440411282,50
"434",13,947.92,26.5,11.86,13.72,52.08,7.45529750454,95.18,510.3,50.4436678484,9.1207623307,50
"435",14,948.32,26.36,11.7,13.62,51.68,7.4736826959,96.3,511.44,50.4744835146,9.13757848862,50
"436",15,948.76,26.02,11.66,13.56,51.24,7.49574041378,95.8,511.52,50.5078967084,9.15902844106,50
"437",16,949.02,26.04,11.56,13.38,50.98,7.51883170346,96.72,508.4,50.539533663,9.17981688362,50
"438",17,949.32,26.02,11.46,13.2,50.68,7.54453979736,98.24,512.96,50.5706067226,9.19530628396,50
"439",18,949.82,25.7,11.38,13.1,50.18,7.55999729614,97.64,509.32,50.6018750474,9.2168339841,50
"440",19,950.4,25.16,11.48,12.96,49.6,7.57442750882,97.78,510.1,50.6322882854,9.23462279222,50
"441",20,950.7,25.04,11.44,12.82,49.3,7.59503465058,97.5,512.68,50.663584815,9.25342205648,50
"442",21,950.92,24.8,11.48,12.8,49.08,7.61276569152,97.34,513.74,50.6950918664,9.27200185246,50
"443",22,951.6,24.52,11.32,12.56,48.4,7.63153281434,99.44,508.56,50.7251775538,9.28902705678,50
"444",23,952.14,24.06,11.32,12.48,47.86,7.64962348478,96.12,507.52,50.7557441474,9.30689004906,50
"445",24,952.52,23.98,11.2,12.3,47.48,7.66885790136,98.24,512.66,50.7875747916,9.33092187694,50
"446",25,952.64,24.02,11.22,12.12,47.36,7.68579041078,98.92,513.84,50.820823033,9.35356533468,50
"447",26,952.7,24.18,11.16,11.96,47.3,7.70785019738,97.78,510.8,50.8544357908,9.37178024198,50
"448",27,952.78,24.22,11.08,11.92,47.22,7.73304086604,99.1,512.52,50.8886060936,9.38948410236,50
"449",28,952.64,24.28,11.22,11.86,47.36,7.75483998438,97.52,514.32,50.920661876,9.40595973918,50
"450",29,952.68,24.38,11.24,11.7,47.32,7.77327595522,98.62,517.72,50.9526401944,9.42680697282,50
"451",30,952.84,24.44,11.04,11.68,47.16,7.79017111798,98.2,513.16,50.9832753158,9.44378707406,50
"452",31,952.98,24.46,11,11.56,47.02,7.81084287612,99.56,515.02,51.0165232164,9.45923736118,50
"453",32,953.06,24.62,10.84,11.48,46.94,7.82789737192,100.46,516.38,51.0500614954,9.47642390512,50
"454",33,953.1,24.74,10.92,11.24,46.9,7.84084871978,99.7,515.64,51.0782478454,9.49473144334,50
"455",34,953.24,24.74,10.76,11.26,46.76,7.8543921038,101.76,516.28,51.1093576898,9.5101854083,50
"456",35,953.24,24.76,10.74,11.26,46.76,7.87388805386,98.6,515.1,51.1453733412,9.53033022898,50
"457",36,953.2,24.82,10.86,11.12,46.8,7.89483053336,102.12,511.74,51.1814978368,9.54780265062,50
"458",37,953.14,25.04,10.78,11.04,46.86,7.91310514274,100.7,519.16,51.2139535964,9.56712542804,50
"459",38,953.36,24.88,10.78,10.98,46.64,7.93121792466,99.5,519.74,51.2442281672,9.58501403696,50
"460",39,953.42,24.76,10.82,11,46.58,7.9510075154,100.34,516.42,51.2729134372,9.60334272872,50
"461",40,953.38,24.82,10.78,11.02,46.62,7.9730769167,100.18,518.24,51.3035906072,9.62269701062,50
"462",41,953.62,24.82,10.54,11.02,46.38,7.99035981716,100.3,519.72,51.3366520272,9.64415491202,50
"463",42,953.76,24.92,10.5,10.82,46.24,8.0097728221,101.52,517.56,51.3724937372,9.66017370274,50
"464",43,953.78,25.02,10.6,10.6,46.22,8.0261782109,101,521.6,51.4028457764,9.6779615242,50
"465",44,953.82,25.02,10.6,10.56,46.18,8.04236920176,101.86,519.26,51.4376641198,9.69503385798,50
"466",45,953.68,25,10.76,10.56,46.32,8.06170851578,103.84,519.78,51.4698593794,9.71516644014,50
"467",46,953.54,25.16,10.88,10.42,46.46,8.08159369002,101.66,521.8,51.5044479426,9.73267297382,50
"468",47,953.4,25.34,10.88,10.38,46.6,8.09354234412,104.34,520.06,51.540487024,9.7531983258,50
"469",48,952.96,25.98,10.84,10.22,47.04,8.11590541868,101.14,517.88,51.5732820138,9.77059476454,50
"470",49,952.86,26.22,10.76,10.16,47.14,8.13415097782,103.9,519.46,51.603866584,9.78869042858,50
"471",50,952.9,26.22,10.86,10.02,47.1,8.14717820062,103.32,522.14,51.6351180816,9.80641726534,50
"472",51,952.9,26.42,10.88,9.8,47.1,8.16478300832,103.82,521.96,51.671085575,9.82405197212,50
"473",52,952.98,26.38,10.88,9.76,47.02,8.18557958318,102.82,522.28,51.7036930008,9.84337066422,50
"474",53,952.8,26.56,10.92,9.72,47.2,8.20612888626,103.94,520.56,51.738321544,9.85995797054,50
"475",54,952.5,26.98,10.82,9.7,47.5,8.22704889872,103.84,520.62,51.7711281902,9.87846184038,50
"476",55,952.5,27,10.8,9.7,47.5,8.24504098454,104.64,526.12,51.803360893,9.9002101986,50
"477",56,952.56,27.04,10.74,9.66,47.44,8.26228223874,103.86,523.74,51.8319126364,9.9198129122,50
"478",57,952.62,27,10.72,9.66,47.38,8.27852546408,104.88,520.08,51.8626626816,9.93743514038,50
"479",58,952.76,27.02,10.64,9.58,47.24,8.29589741084,106.24,521.82,51.892069124,9.95579926288,50
"480",59,952.66,27.08,10.82,9.44,47.34,8.316723649,104.78,523.26,51.927673806,9.97333017512,50
"481",60,952.52,27.46,10.82,9.2,47.48,8.335276935,101.64,522.94,51.9592306232,9.99246007192,50
"482",61,952.38,27.48,10.92,9.22,47.62,8.3565837097,106.6,524.36,51.9930005644,10.01386611114,50
"483",62,952.28,27.74,10.92,9.06,47.72,8.37217408736,102.96,524.18,52.0259313322,10.03470730816,50
"484",63,952.06,27.92,11,9.02,47.94,8.38849404042,107.42,527.72,52.0577944762,10.05431647066,50
"485",64,951.66,28.18,11.2,8.96,48.34,8.40839692808,106.36,526.6,52.0927056744,10.07338520076,50
"486",65,951.52,28.22,11.36,8.9,48.48,8.42785923656,106.24,525.04,52.128519474,10.0950771772,50
"487",66,951.14,28.32,11.52,9.02,48.86,8.44806891838,105.64,526.44,52.1642418098,10.1171603323,50
"488",67,951.18,28.3,11.6,8.92,48.82,8.46414162432,104.92,530.5,52.199283389,10.13781982578,50
"489",68,950.92,28.62,11.64,8.82,49.08,8.48515414218,106.48,526.26,52.2295036478,10.1582328311,50
"490",69,950.84,28.76,11.68,8.72,49.16,8.49970140648,105.68,525.5,52.2655299772,10.17903508214,50
"491",70,950.8,28.92,11.48,8.8,49.2,8.51541619468,105.7,531.1,52.2994531566,10.19694471584,50
"492",71,950.74,28.8,11.66,8.8,49.26,8.5326608743,108.06,527.64,52.3312906772,10.2187975291,50
"493",72,950.42,29.16,11.66,8.76,49.58,8.5504169247,108.7,532.9,52.3646074718,10.23543182534,50
"494",73,950.06,29.58,11.54,8.82,49.94,8.57179989052,105.9,529,52.3953826212,10.25641345548,50
"495",74,950.22,29.62,11.32,8.84,49.78,8.58845734358,108.02,528.3,52.4313221192,10.27847765086,50
"496",75,950.22,29.52,11.5,8.76,49.78,8.60301167514,109.9,529.06,52.462674218,10.29572550622,50
"497",76,950.12,29.66,11.6,8.62,49.88,8.62387063058,108.34,524.78,52.4978348388,10.31364667492,50
"498",77,950.1,29.64,11.66,8.6,49.9,8.63978040384,109.14,532.8,52.5347188614,10.33336024528,50
"499",78,949.84,29.74,11.86,8.56,50.16,8.65464373036,110.18,530.82,52.5657648422,10.34829519418,50
"500",79,949.64,30.02,11.8,8.54,50.36,8.66812813132,107.22,531.4,52.5962600532,10.370540671,50
"501",80,949.22,30.36,11.8,8.62,50.78,8.68756525868,109.66,531.4,52.6293993578,10.3914664162,50
"502",81,949.08,30.44,11.8,8.68,50.92,8.70657822502,105.9,527.9,52.6612768622,10.4117669812,50
"503",82,949.08,30.34,11.82,8.76,50.92,8.72115372426,108.94,528.9,52.6970043494,10.4317982668,50
"504",83,948.98,30.48,11.74,8.8,51.02,8.73241125724,109.3,528.92,52.7309750664,10.452175685,50
"505",84,948.9,30.6,11.76,8.74,51.1,8.74573501784,112.1,529.2,52.7581630068,10.4736752736,50
"506",85,948.72,30.84,11.76,8.68,51.28,8.76160774858,112.1,533.72,52.7920637506,10.4938477294,50
"507",86,948.66,30.86,11.82,8.66,51.34,8.77949376164,109.76,533.28,52.8256090154,10.5115383454,50
"508",87,948.54,31.02,11.78,8.66,51.46,8.79936431916,110.42,533.04,52.8646301072,10.5310995392,50
"509",88,948.22,31.26,11.82,8.7,51.78,8.81549193734,111.14,535.32,52.8965600012,10.5525867724,50
"510",89,948.02,31.42,12,8.56,51.98,8.82934631864,107.08,535.28,52.9284702498,10.5746936536,50
"511",90,947.92,31.32,12.18,8.58,52.08,8.84097167726,112.36,535.68,52.9599009654,10.59356774,50
"512",91,947.96,31.22,12.24,8.58,52.04,8.85771518284,107.9,535.2,52.992035931,10.6146388674,50
"513",92,948.08,31.4,12,8.52,51.92,8.86555233242,111.66,533.14,53.0240461814,10.6314963606,50
"514",93,947.78,31.66,12,8.56,52.22,8.8851304843,112.16,535.86,53.0562819866,10.6487961366,50
"515",94,947.42,31.76,12.24,8.58,52.58,8.90127326898,111.76,537.4,53.0916133744,10.6656756556,50
"516",95,946.82,32.3,12.2,8.68,53.18,8.92199241164,111.3,535.64,53.1261594026,10.6827482886,50
"517",96,946.5,32.4,12.26,8.84,53.5,8.9421129666,111.48,538.3,53.1589958538,10.7035667852,50
"518",97,946.22,32.46,12.54,8.78,53.78,8.95550948002,112.62,535.12,53.1948047706,10.7259209388,50
"519",98,945.84,32.74,12.66,8.76,54.16,8.9744248383,111.42,537.82,53.2283928086,10.7451675434,50
"520",99,945.26,33.28,12.68,8.78,54.74,8.98813428298,112.56,537.36,53.267708578,10.764517482,50
"521",100,945.08,33.48,12.66,8.78,54.92,8.99839731286,113.14,532.88,53.3040305818,10.7826151228,50
"522",101,944.94,33.38,12.82,8.86,55.06,9.02344713762,112.1,542.48,53.3380792274,10.8025829828,50
"523",102,944.48,33.6,12.88,9.04,55.52,9.03734768206,114.22,544.54,53.3710483208,10.8213189668,50
"524",103,944.54,33.48,12.88,9.1,55.46,9.05087755638,113.9,536.88,53.4053047258,10.8390303252,50
"525",104,944.32,33.64,12.92,9.12,55.68,9.06506798028,112.98,537.22,53.4373762826,10.8562682708,50
"526",0,941,29.02,14.6,15.38,59,7.1571,92.36,604.44,59.9877900438,8.9046759494,60
"527",1,941.62,28.72,14.44,15.22,58.38,7.17466601234,91.46,603.66,60.025783439,8.92671784458,60
"528",2,942.56,28.12,14.34,14.98,57.44,7.18770813558,93.52,603.38,60.0645812632,8.9487370475,60
"529",3,943.28,27.9,13.94,14.88,56.72,7.2077248417,94.86,609.22,60.1049479182,8.96982558264,60
"530",4,943.96,27.48,13.7,14.86,56.04,7.22425323624,96.06,604.92,60.1422004412,8.9931712802,60
"531",5,944.72,27.02,13.52,14.74,55.28,7.24436920094,93.64,607.52,60.1814790914,9.01426617312,60
"532",6,945.38,26.7,13.18,14.74,54.62,7.26358932828,95.24,608.16,60.2201554102,9.0352656123,60
"533",7,945.9,26.5,13.02,14.58,54.1,7.28433822888,96.82,605.5,60.2584071482,9.05210401068,60
"534",8,946.52,26.3,12.76,14.42,53.48,7.30173509402,98.58,608.18,60.2953681766,9.0747089108,60
"535",9,946.94,26.28,12.62,14.16,53.06,7.31811182928,94.76,605.26,60.335172282,9.09593608012,60
"536",10,947.42,26.04,12.42,14.12,52.58,7.33464170994,93.62,608.4,60.3754807516,9.1226382017,60
"537",11,947.64,26,12.26,14.1,52.36,7.35647157502,95.78,606.52,60.4129187254,9.14838401836,60
"538",12,948.2,25.78,12,14.02,51.8,7.37549643668,98.18,609.48,60.449581867,9.1713171853,60
"539",13,948.5,25.92,11.72,13.86,51.5,7.38953110922,98.66,611.94,60.4889197308,9.19102353752,60
"540",14,948.6,26.08,11.56,13.76,51.4,7.4092160665,96.26,609.86,60.5247590654,9.213302196,60
"541",15,949.16,25.66,11.56,13.62,50.84,7.43049259388,97.38,612.8,60.5666879746,9.23776260868,60
"542",16,949.68,25.64,11.24,13.44,50.32,7.44782915918,96.38,613.94,60.6038842804,9.25937284654,60
"543",17,949.94,25.42,11.24,13.4,50.06,7.466177695,98.1,610.62,60.6404649562,9.28141678518,60
"544",18,950.32,25.3,10.94,13.44,49.68,7.4834502276,99.86,613.28,60.676913991,9.3012742258,60
"545",19,950.58,25.38,10.74,13.3,49.42,7.50319428252,99.66,613.3,60.7140320136,9.3244254973,60
"546",20,951.1,25.04,10.7,13.16,48.9,7.52540206544,98.5,615.26,60.753191417,9.3479933001,60
"547",21,951.58,24.94,10.52,12.96,48.42,7.54198586916,97.84,615.92,60.78979535,9.36945903164,60
"548",22,952.02,24.82,10.44,12.72,47.98,7.5574953577,100.24,613.18,60.8285723118,9.39076559624,60
"549",23,952.18,24.94,10.36,12.52,47.82,7.57367175208,98.4,610.34,60.8651474178,9.41242372496,60
"550",24,952.54,24.72,10.14,12.6,47.46,7.58724960758,98.88,613.58,60.904539645,9.43687580288,60
"551",25,953,24.46,9.94,12.6,47,7.60118049612,100.34,611.94,60.940578986,9.45842959556,60
"552",26,953.12,24.64,9.82,12.42,46.88,7.62099867104,100.56,613.04,60.978262577,9.48359359188,60
"553",27,953.22,24.8,9.76,12.22,46.78,7.63542945094,100.12,617.46,61.0160841676,9.50510880078,60
"554",28,953.48,24.78,9.68,12.06,46.52,7.65389366366,100.28,614.2,61.0525078272,9.52577724234,60
"555",29,953.28,25.14,9.68,11.9,46.72,7.67766749446,97.2,613.36,61.0899680362,9.54970940932,60
"556",30,953.36,25.28,9.52,11.84,46.64,7.69300744066,99.2,615,61.1255981402,9.57430025032,60
"557",31,953.58,25.26,9.52,11.64,46.42,7.71155162094,101.62,617.9,61.1648977674,9.59758896644,60
"558",32,953.88,25.06,9.46,11.6,46.12,7.72834854092,100.72,616.22,61.2102832086,9.61791161616,60
"559",33,953.98,25.16,9.36,11.5,46.02,7.74595318126,102.4,612.54,61.2464115232,9.64375496282,60
"560",34,954.32,24.96,9.4,11.32,45.68,7.76140351108,104.58,620.62,61.2856117392,9.66684266072,60
"561",35,954.5,24.96,9.5,11.04,45.5,7.77909141462,102.02,616.6,61.3251169282,9.6890693329,60
"562",36,954.96,24.86,9.18,11,45.04,7.79695828624,104.52,616.3,61.3660228422,9.71466903632,60
"563",37,955.12,24.98,9.16,10.74,44.88,7.813118378,103.1,616.2,61.4023528596,9.73696025734,60
"564",38,955.08,25.14,9.14,10.64,44.92,7.8345589852,99.82,620.26,61.4433401744,9.76010364528,60
"565",39,955.08,25.26,9.18,10.48,44.92,7.85490933946,101.82,617.82,61.4800166938,9.78303421218,60
"566",40,955,25.32,9.32,10.36,45,7.87382804424,103.26,618.04,61.5203230694,9.80299811072,60
"567",41,955.24,25.22,9.3,10.24,44.76,7.89054630138,100.58,619.74,61.5570526864,9.82467932524,60
"568",42,955.8,25,9.04,10.16,44.2,7.89996183476,102.92,616.42,61.6001074118,9.84568675122,60
"569",43,955.54,25.16,9.18,10.12,44.46,7.92153916322,102.68,619.6,61.636311545,9.86770147504,60
"570",44,955.62,25.14,9.18,10.06,44.38,7.93961082424,102.14,619.92,61.676760842,9.88857129418,60
"571",45,955.58,25.42,9.26,9.74,44.42,7.95264842828,105.62,621.26,61.717899203,9.90881669982,60
"572",46,955.76,25.34,9.22,9.68,44.24,7.97258281358,105.4,623.2,61.757968788,9.93066226924,60
"573",47,955.86,25.28,9.34,9.52,44.14,7.98430831186,105.12,622.46,61.7978853582,9.95312812086,60
"574",48,956.02,25.22,9.36,9.4,43.98,8.00242650638,105.6,622.32,61.8381719592,9.97739793176,60
"575",49,956,25.48,9.3,9.22,44,8.01584234904,104.56,625.92,61.8745207648,9.99822543224,60
"576",50,955.76,25.82,9.32,9.1,44.24,8.03320827792,105.86,623.24,61.9149073358,10.02012135924,60
"577",51,955.42,26.42,9.28,8.88,44.58,8.0538170722,105.98,627.58,61.96093485,10.04574359458,60
"578",52,955.58,26.46,9.28,8.68,44.42,8.06643673002,106.22,625.34,62.0059191716,10.0675662037,60
"579",53,955.6,26.66,9.26,8.48,44.4,8.08259917526,106.42,625.36,62.0458177834,10.09032662016,60
"580",54,955.8,26.62,9.14,8.44,44.2,8.09483549192,109.86,624.24,62.0836740526,10.11129750054,60
"581",55,956.06,26.42,9.18,8.34,43.94,8.10922348836,107.64,628.4,62.1240943466,10.13684409976,60
"582",56,955.66,26.84,9.36,8.14,44.34,8.1249100573,107.5,627.64,62.1640891922,10.15939790346,60
"583",57,955.34,27.26,9.38,8.02,44.66,8.14475302778,105.58,626.56,62.2075836798,10.18179720664,60
"584",58,955.04,27.6,9.4,7.96,44.96,8.16135215204,106.72,621.42,62.2454656316,10.20675985022,60
"585",59,954.94,27.72,9.36,7.98,45.06,8.17658830154,106.36,627.38,62.282285915,10.23277189112,60
"586",60,954.54,28.12,9.32,8.02,45.46,8.1964371583,106.4,629.2,62.3206090408,10.25590004508,60
"587",61,954.46,28.26,9.36,7.92,45.54,8.21673778862,108.4,626.26,62.3551407602,10.27714955512,60
"588",62,954.44,28.08,9.48,8,45.56,8.23866589182,106.92,629.56,62.396450519,10.29954572656,60
"589",63,954.34,28.22,9.46,7.98,45.66,8.25663832236,108.48,626.8,62.4398206792,10.32556225396,60
"590",64,954.34,28.14,9.64,7.88,45.66,8.274691161,107.92,631.36,62.4764235624,10.346270031,60
"591",65,954.44,28.12,9.6,7.84,45.56,8.28994047136,110.8,630.44,62.516990734,10.3743507508,60
"592",66,954.28,28.24,9.7,7.78,45.72,8.30454298262,109.36,630.86,62.5554243692,10.3942063326,60
"593",67,953.94,28.5,9.84,7.72,46.06,8.32533607354,111.34,629.72,62.5944570516,10.4131775124,60
"594",68,953.76,28.72,9.82,7.7,46.24,8.34258138438,109.32,628.94,62.6325391524,10.4389563594,60
"595",69,953.64,28.54,10.16,7.66,46.36,8.36121362846,108.78,631.9,62.673999123,10.4619097414,60
"596",70,953.68,28.58,10.04,7.7,46.32,8.37650004684,108.86,633.32,62.7137198408,10.4880501232,60
"597",71,953.54,28.54,10.12,7.8,46.46,8.3984940592,109.14,630.38,62.7553155824,10.51008291,60
"598",72,953.5,28.58,10.2,7.72,46.5,8.41162689796,110.3,631.92,62.7958088094,10.5301831648,60
"599",73,953.2,28.68,10.44,7.68,46.8,8.42682349666,109.62,636.06,62.8365079724,10.5520248518,60
"600",74,953.08,28.72,10.52,7.68,46.92,8.44743028264,109.32,634.44,62.8758673148,10.5759754426,60
"601",75,953.02,28.78,10.64,7.56,46.98,8.46614653742,112.46,633.06,62.9154673184,10.5993705314,60
"602",76,952.82,28.88,10.66,7.64,47.18,8.48029900218,110.98,634.06,62.9614978748,10.6234546038,60
"603",77,952.4,29.32,10.7,7.58,47.6,8.49876004994,111.48,632.92,63.0017803426,10.6469367984,60
"604",78,952.02,29.62,10.72,7.64,47.98,8.51586295928,111.56,633.48,63.0455723132,10.6675431696,60
"605",79,951.72,29.78,10.8,7.7,48.28,8.53342876822,111.78,634.7,63.087187578,10.6926574224,60
"606",80,951.34,29.92,10.96,7.78,48.66,8.55155674718,110.48,637.06,63.1291181782,10.718297358,60
"607",81,951.08,30.08,10.98,7.86,48.92,8.57079406292,112.9,636,63.1709226572,10.7423925246,60
"608",82,950.74,30.34,11.08,7.84,49.26,8.58478358222,113.6,637.72,63.2105707936,10.7670198978,60
"609",83,950.34,30.44,11.38,7.84,49.66,8.60426065224,114.1,638.66,63.250565636,10.7902768214,60
"610",84,950.36,30.26,11.5,7.88,49.64,8.617655023,113.02,639.36,63.2899709702,10.813589074,60
"611",85,950.46,30.3,11.32,7.92,49.54,8.63209294288,114.12,638.28,63.3277572646,10.8357146984,60
"612",86,950.32,30.44,11.36,7.88,49.68,8.64650875118,113.82,638.4,63.3700869278,10.8596393098,60
"613",87,950.04,30.6,11.52,7.84,49.96,8.65942957686,112.92,639.04,63.4130150824,10.8838923956,60
"614",88,949.48,31.02,11.54,7.96,50.52,8.6769385672,114.64,639.84,63.4543186024,10.9076138484,60
"615",89,949.12,31.28,11.66,7.94,50.88,8.69033095692,113.28,638.68,63.4906155224,10.9313864996,60
"616",90,949.04,31.36,11.78,7.82,50.96,8.70430398626,114,637.82,63.5275566792,10.9547731102,60
"617",91,948.74,31.66,11.84,7.76,51.26,8.7223880196,114.26,638.26,63.5688893614,10.9799843988,60
"618",92,948.46,31.86,11.92,7.76,51.54,8.73519792782,116.38,639.72,63.6076994048,11.0045517968,60
"619",93,948.1,32.18,12,7.72,51.9,8.75000973578,114.68,641.68,63.6488041512,11.027855709,60
"620",94,948.06,32.28,12.02,7.64,51.94,8.76714782814,114.98,641.78,63.6920156458,11.048907278,60
"621",95,947.76,32.54,12.08,7.62,52.24,8.78029393736,117.4,642.36,63.731533355,11.071170252,60
"622",96,947.74,32.54,12.1,7.62,52.26,8.79292715782,117.22,642.24,63.772605308,11.0953625422,60
"623",97,947.5,32.72,12.1,7.68,52.5,8.81026083472,114.78,640.22,63.8174443464,11.1199451822,60
"624",98,947.46,32.7,11.98,7.86,52.54,8.8235341178,116.62,645.98,63.8528278164,11.1436410786,60
"625",99,947.42,32.72,11.88,7.98,52.58,8.83683743808,119,639.78,63.8951201394,11.172159683,60
"626",100,947.1,32.98,11.82,8.1,52.9,8.85551370172,114.72,647.54,63.9363641896,11.1959700274,60
"627",101,946.92,32.98,11.92,8.18,53.08,8.86644923482,117.68,644.44,63.9748987664,11.2162271004,60
"628",102,946.78,33.06,11.94,8.22,53.22,8.87877803276,117.6,646.28,64.0142327814,11.2407745604,60
"629",103,946.42,33.4,11.94,8.24,53.58,8.88944556556,118.98,645.92,64.051863357,11.2648432916,60
"630",104,946.1,33.6,12.1,8.2,53.9,8.89927155038,118.46,643.5,64.0955725968,11.2898158082,60
"631",0,941.3,28.58,15.18,14.94,58.7,7.20406,93.12,705.28,70.0223809146,8.88595734176,70
"632",1,941.98,28.48,14.8,14.74,58.02,7.22130544566,94.62,709.9,70.0630793014,8.91098984266,70
"633",2,942.94,28,14.5,14.56,57.06,7.23578853774,96.72,705.66,70.1070795428,8.93789580322,70
"634",3,943.7,27.42,14.42,14.46,56.3,7.2548094766,92.76,705.48,70.1513812812,8.96412240556,70
"635",4,944.58,26.94,14.16,14.32,55.42,7.27370661392,96.06,708.54,70.1973470514,8.98961672684,70
"636",5,945.26,26.74,13.86,14.14,54.74,7.29167031498,95.84,705.36,70.24386001,9.01214005264,70
"637",6,945.72,26.58,13.6,14.1,54.28,7.3073551489,94.9,708.6,70.285583359,9.03799562066,70
"638",7,946.3,26.52,13.36,13.82,53.7,7.32508600058,93.16,709.94,70.3321269264,9.06427539928,70
"639",8,946.62,26.44,13.28,13.66,53.38,7.34480590614,97.62,705.7,70.3787052908,9.0890879487,70
"640",9,947.32,26.28,12.98,13.42,52.68,7.35941042022,94.94,710.46,70.4299661486,9.11353760116,70
"641",10,947.64,26.22,12.7,13.44,52.36,7.3824320167,98.44,707.86,70.4739342132,9.13723008762,70
"642",11,947.86,26.1,12.5,13.54,52.14,7.40627701432,95.08,709.2,70.524625087,9.16214057272,70
"643",12,948.52,25.72,12.32,13.44,51.48,7.42347119372,94.82,706.74,70.5706737004,9.18746182738,70
"644",13,948.94,25.62,12.04,13.4,51.06,7.44161106772,98.3,715.62,70.6153024612,9.21277229504,70
"645",14,949.22,25.64,11.92,13.22,50.78,7.46031113628,96.86,710.78,70.6595860552,9.23859637574,70
"646",15,949.46,25.8,11.66,13.08,50.54,7.48181196364,95.38,714.06,70.7045243506,9.26471656404,70
