"","Week","No_Dep","Mild_Dep","Moderate_Dep","Severe_Dep","All_Dep","Mean_DScore","Treatment","Talk","Prob_of_Talking","Prob_of_Treatment","Environment"
"647",16,949.74,25.7,11.62,12.94,50.26,7.49889603506,98.86,712.24,70.747148482,9.29219844882,70
"648",17,950.18,25.46,11.44,12.92,49.82,7.52170039592,97.64,712.26,70.7933402862,9.3162577851,70
"649",18,950.42,25.66,11.12,12.8,49.58,7.53885648408,99.52,716.44,70.8402719768,9.34414049192,70
"650",19,950.54,25.5,11.2,12.76,49.46,7.5603167934,96.62,711.52,70.8881210006,9.374099789,70
"651",20,951.06,25.42,10.94,12.58,48.94,7.57722382708,98.66,713.28,70.9342421962,9.39992787992,70
"652",21,951.34,25.34,10.86,12.46,48.66,7.59332788834,101.2,708.74,70.9795872432,9.42646958706,70
"653",22,952,24.8,10.8,12.4,48,7.60559135606,99.48,713.98,71.024540025,9.45150965106,70
"654",23,952.6,24.7,10.5,12.2,47.4,7.62017116708,98.58,719.1,71.064315535,9.48130796138,70
"655",24,952.88,24.66,10.34,12.12,47.12,7.63836983544,99.34,717.88,71.1099485216,9.50627468478,70
"656",25,953.04,24.68,10.24,12.04,46.96,7.65791428858,98.2,718.58,71.1538314436,9.53159989304,70
"657",26,953.12,24.84,10.14,11.9,46.88,7.68013409276,98.42,717.3,71.1970503258,9.55813524476,70
"658",27,953.22,24.92,9.96,11.9,46.78,7.69915001008,98.24,717.2,71.2413642754,9.5846178537,70
"659",28,953.1,25.16,9.96,11.78,46.9,7.72140809176,98.32,719.5,71.2868770034,9.60990346224,70
"660",29,953.46,25.14,9.76,11.64,46.54,7.73352227582,100.12,717.06,71.3324396012,9.63828473452,70
"661",30,953.62,25.26,9.72,11.4,46.38,7.75053748918,100.32,716.5,71.3755446336,9.66222616496,70
"662",31,953.48,25.52,9.78,11.22,46.52,7.77308519256,101.58,719.28,71.4237673736,9.6908357403,70
"663",32,953.92,25.42,9.64,11.02,46.08,7.78763894222,103.06,719.14,71.466893823,9.7190717216,70
"664",33,953.96,25.64,9.42,10.98,46.04,7.80307007454,102.94,717.94,71.5120924082,9.7460226295,70
"665",34,953.98,25.72,9.42,10.88,46.02,7.81864173762,100.4,720.32,71.5601018666,9.7732272993,70
"666",35,954.24,25.6,9.4,10.76,45.76,7.8322778026,101.28,720.82,71.6036618018,9.80249992256,70
"667",36,954.48,25.5,9.38,10.64,45.52,7.84719929614,103.3,721.68,71.6464698958,9.83042727658,70
"668",37,954.68,25.44,9.42,10.46,45.32,7.86386755398,103.9,721.66,71.690427739,9.85673027786,70
"669",38,954.68,25.54,9.54,10.24,45.32,7.8793184689,101.34,725.08,71.7380937516,9.8845207169,70
"670",39,954.78,25.56,9.58,10.08,45.22,7.89380786994,105.8,726.32,71.7851184262,9.91314424986,70
"671",40,954.86,25.74,9.54,9.86,45.14,7.91043769224,102.9,722.8,71.8289168804,9.94068112932,70
"672",41,954.88,25.8,9.52,9.8,45.12,7.92777275454,103.86,721.9,71.8728294606,9.96972000074,70
"673",42,955,25.72,9.56,9.72,45,7.9398784741,105.9,724.78,71.9181591632,10.00475859228,70
"674",43,954.82,25.72,9.78,9.68,45.18,7.95856654066,103.52,726.88,71.9598136666,10.02999754468,70
"675",44,955.04,25.74,9.58,9.64,44.96,7.97643514174,104.74,727.02,72.001913514,10.05687260708,70
"676",45,954.86,26.06,9.6,9.48,45.14,7.99266336166,103.42,723.4,72.042098214,10.0842740038,70
"677",46,955.12,25.88,9.72,9.28,44.88,8.00981585034,105.96,725.38,72.086898362,10.10953273812,70
"678",47,955.2,25.86,9.74,9.2,44.8,8.02401318784,105.22,727.48,72.1334614256,10.13461184048,70
"679",48,955.3,25.88,9.82,9,44.7,8.04188643174,106.48,725.84,72.176796089,10.16119534098,70
"680",49,955.06,26.08,9.78,9.08,44.94,8.06366656568,107.12,724.52,72.2260399696,10.18958013902,70
"681",50,954.98,26.34,9.62,9.06,45.02,8.08153012686,107.06,729.5,72.2762764422,10.21451668728,70
"682",51,954.94,26.46,9.58,9.02,45.06,8.0946544387,107.7,727.58,72.327323678,10.24263292686,70
"683",52,954.74,26.82,9.46,8.98,45.26,8.1101368736,108.84,727.38,72.3752334998,10.27118663258,70
"684",53,954.8,26.98,9.46,8.76,45.2,8.12974533722,107.46,727.76,72.4219058362,10.29924447576,70
"685",54,954.72,27.14,9.46,8.68,45.28,8.1403639917,108.52,731.06,72.4643104626,10.32497762168,70
"686",55,954.6,27.36,9.4,8.64,45.4,8.1585933347,105.26,729.36,72.5115853842,10.351206518,70
"687",56,954.58,27.6,9.22,8.6,45.42,8.17149968032,110.06,731.1,72.5502506926,10.37656816112,70
"688",57,954.56,27.6,9.26,8.58,45.44,8.18729415114,107.82,734.3,72.596603432,10.401772407,70
"689",58,954.52,27.66,9.34,8.48,45.48,8.20216526,110.3,729.28,72.6416849758,10.4284307132,70
"690",59,954.44,27.76,9.28,8.52,45.56,8.21918842468,109.3,731.74,72.6926982466,10.4580125924,70
"691",60,954.28,27.96,9.32,8.44,45.72,8.23486481732,111.42,731.32,72.732265832,10.4831866918,70
"692",61,954.36,28.16,9.26,8.22,45.64,8.25160923932,110.62,736.34,72.780641978,10.5120289688,70
"693",62,954.16,28.28,9.38,8.18,45.84,8.26280794606,110.16,730.84,72.830603883,10.5409759892,70
"694",63,954.04,28.4,9.4,8.16,45.96,8.2781571572,108.38,732.76,72.8790385288,10.5680401242,70
"695",64,953.9,28.48,9.52,8.1,46.1,8.29632622636,109.62,734.1,72.921608943,10.598709032,70
"696",65,953.64,28.68,9.52,8.16,46.36,8.31218334474,110.2,736.88,72.9683948088,10.62518146,70
"697",66,953.5,28.78,9.6,8.12,46.5,8.32982949698,110.72,734.32,73.0165948528,10.6494869552,70
"698",67,953.12,29.16,9.68,8.04,46.88,8.34850007426,112.48,730.76,73.0607270164,10.679296729,70
"699",68,953.14,29.06,9.7,8.1,46.86,8.36371039396,110.26,735.48,73.1081270478,10.7057527482,70
"700",69,953.46,28.9,9.68,7.96,46.54,8.37163154162,112.06,736.32,73.1566167084,10.7309263656,70
"701",70,953.42,28.9,9.7,7.98,46.58,8.38337722456,114.02,736.34,73.2011110046,10.7564420624,70
"702",71,953.14,29.06,9.92,7.88,46.86,8.40164237926,112.38,736.64,73.2451272708,10.7846225488,70
"703",72,952.98,29.24,9.9,7.88,47.02,8.4244770328,110.88,736.68,73.2940632748,10.8123044826,70
"704",73,953.16,28.98,9.96,7.9,46.84,8.44248352726,113,740.14,73.339800059,10.8410347888,70
"705",74,953.14,29.06,9.96,7.84,46.86,8.4566126247,113.22,739.46,73.384740764,10.8704419178,70
"706",75,952.8,29.34,10.12,7.74,47.2,8.47287869514,115.6,737.74,73.4346654518,10.8951115644,70
"707",76,952.88,29.38,10.08,7.66,47.12,8.48804170774,113.74,742.96,73.4803698866,10.9214501436,70
"708",77,952.52,29.84,9.96,7.68,47.48,8.50231054942,115.94,737.28,73.5253660098,10.9486964254,70
"709",78,952.3,30.04,10,7.66,47.7,8.51706521642,116.66,741.4,73.5718098378,10.9765157864,70
"710",79,952.14,30.36,9.9,7.6,47.86,8.53168705776,115.16,742.86,73.6181087148,11.0011117464,70
"711",80,952.1,30.3,10,7.6,47.9,8.54731141472,114.72,742.48,73.6628536232,11.0320733008,70
"712",81,951.8,30.48,10.12,7.6,48.2,8.56375531868,115.08,743.48,73.7117366232,11.055711262,70
"713",82,951.52,30.64,10.22,7.62,48.48,8.58505958498,112.8,745,73.7579137468,11.0816045438,70
"714",83,951.06,30.92,10.4,7.62,48.94,8.6024610806,115.36,746.94,73.8047532902,11.1075904666,70
"715",84,950.88,31.16,10.42,7.54,49.12,8.61505865364,116.54,742.06,73.8509494266,11.1345385262,70
"716",85,950.86,31.28,10.34,7.52,49.14,8.63076181528,115.58,742.54,73.9014929014,11.1615151104,70
"717",86,950.64,31.48,10.32,7.56,49.36,8.64515768366,116.18,740.1,73.9470553068,11.1891074352,70
"718",87,950.56,31.5,10.32,7.62,49.44,8.66608013904,114.86,742.4,73.9957490256,11.2158420136,70
"719",88,950.34,31.86,10.18,7.62,49.66,8.6802224943,117.86,744.68,74.0416874062,11.2433548754,70
"720",89,949.94,31.92,10.46,7.68,50.06,8.69438010028,118,746.66,74.0907010752,11.2679766364,70
"721",90,949.72,32.04,10.56,7.68,50.28,8.70763316324,116.22,744.68,74.139285559,11.2914341808,70
"722",91,949.48,32.3,10.62,7.6,50.52,8.7205801715,117.26,746.92,74.1863015748,11.3179451424,70
"723",92,949.3,32.38,10.66,7.66,50.7,8.7301675472,118.28,750.16,74.2363172788,11.3453689878,70
"724",93,949.02,32.66,10.64,7.68,50.98,8.74510093852,119.88,750.28,74.2815393354,11.3744992618,70
"725",94,948.82,32.64,10.84,7.7,51.18,8.75834236092,120.06,747.34,74.3277807774,11.4016474276,70
"726",95,948.52,32.82,11.02,7.64,51.48,8.76894698316,117.86,746.16,74.376076538,11.429711049,70
"727",96,948.22,32.96,11.14,7.68,51.78,8.78534923998,120.58,749.7,74.4227847432,11.457163943,70
"728",97,948.04,32.98,11.26,7.72,51.96,8.79949332378,120,745.48,74.4690345474,11.4857969562,70
"729",98,948.1,32.88,11.4,7.62,51.9,8.80885596418,119.96,750.46,74.5182380468,11.5125517914,70
"730",99,948.02,32.88,11.48,7.62,51.98,8.82405532368,119.64,752.54,74.5646673048,11.5421298134,70
"731",100,947.88,32.78,11.58,7.76,52.12,8.83552546786,123.98,749.94,74.6121437384,11.5715141232,70
"732",101,947.46,33.18,11.54,7.82,52.54,8.85183507256,121.28,752.1,74.6615100384,11.5990030098,70
"733",102,947.06,33.48,11.62,7.84,52.94,8.8673769549,121,748.26,74.71205548,11.627375464,70
"734",103,946.84,33.72,11.62,7.82,53.16,8.88055726422,122.78,751.42,74.7572530758,11.6500551662,70
"735",104,946.7,33.6,11.76,7.94,53.3,8.89536598136,124.42,749.64,74.8048950076,11.6770018048,70
"736",0,943.04,28.58,14.16,14.22,56.96,7.12208,93.44,806.32,80.0073327128,8.85886482716,80
"737",1,943.56,28.36,13.88,14.2,56.44,7.14528443954,92.7,805.92,80.0592533812,8.88456898772,80
"738",2,944.14,27.96,13.66,14.24,55.86,7.16755844328,93.9,803.42,80.1152410882,8.91396725702,80
"739",3,944.98,27.58,13.34,14.1,55.02,7.18847803738,94.5,804.12,80.166848693,8.94337992298,80
"740",4,945.92,26.98,13.14,13.96,54.08,7.20356910128,94.44,807,80.2192482292,8.97062352414,80
"741",5,946.84,26.24,13.04,13.88,53.16,7.22321046918,93.22,806.02,80.274342091,8.9979600621,80
"742",6,947.32,26.1,12.66,13.92,52.68,7.2452372973,93.5,805.7,80.3209708992,9.03100184284,80
"743",7,947.62,26.32,12.54,13.52,52.38,7.26212594304,95.2,806.42,80.3753642468,9.06420841924,80
"744",8,948.32,25.9,12.5,13.28,51.68,7.27658836572,93.1,810,80.429459392,9.09273760262,80
"745",9,948.78,25.74,12.34,13.14,51.22,7.29772715784,97.64,808.62,80.4824908218,9.12171154878,80
"746",10,949.02,25.52,12.38,13.08,50.98,7.31584965152,99.04,812.18,80.526315567,9.15123460714,80
"747",11,949.36,25.52,12.14,12.98,50.64,7.33438392418,95.88,807.4,80.5759606796,9.1809553899,80
"748",12,950.08,25.08,11.98,12.86,49.92,7.3504159102,98,811.94,80.6310682692,9.21027245658,80
"749",13,950.5,24.96,11.78,12.76,49.5,7.37098193912,96.82,809.44,80.6828244634,9.2404646044,80
"750",14,951.16,24.8,11.44,12.6,48.84,7.38788020722,96.44,813.68,80.7309700902,9.27026276398,80
"751",15,951.44,24.9,11.2,12.46,48.56,7.40786135752,98.14,813.54,80.7819933944,9.29767788484,80
"752",16,951.72,24.7,11.18,12.4,48.28,7.42824586196,97.6,813.26,80.834595064,9.32652518622,80
"753",17,952.2,24.6,11,12.2,47.8,7.44089913074,97.18,813.78,80.8830223568,9.35744936894,80
"754",18,952.42,24.62,10.98,11.98,47.58,7.46163544852,97.98,814.92,80.9350338068,9.38859812428,80
"755",19,952.66,24.46,11.02,11.86,47.34,7.47935495238,100.1,815.74,80.9863628766,9.41701099334,80
"756",20,952.62,24.7,10.94,11.74,47.38,7.50055369142,101.04,815.46,81.039781413,9.44497666364,80
"757",21,952.86,24.76,10.82,11.56,47.14,7.51949047198,101,815.58,81.0950228404,9.47775041864,80
"758",22,953.24,24.74,10.6,11.42,46.76,7.54043663046,101.92,814.68,81.1490111316,9.50865769078,80
"759",23,953.54,24.72,10.56,11.18,46.46,7.55936496918,100.72,819,81.2004724446,9.5423095215,80
"760",24,953.8,24.64,10.44,11.12,46.2,7.57957527174,101.86,814.8,81.2565954776,9.57242324142,80
"761",25,953.86,24.82,10.28,11.04,46.14,7.5992090059,99.96,816.06,81.3075954448,9.60267220468,80
"762",26,954.1,24.64,10.36,10.9,45.9,7.6132465005,99.32,816.58,81.357867166,9.63214982382,80
"763",27,954.04,24.72,10.28,10.96,45.96,7.63378929278,101,818.8,81.4019159938,9.66064125436,80
"764",28,954.2,24.62,10.36,10.82,45.8,7.65205456896,103.5,817.86,81.4540461476,9.69025008586,80
"765",29,954.52,24.42,10.4,10.66,45.48,7.66611625804,102.56,819.72,81.5066840762,9.71754674532,80
"766",30,954.68,24.62,10.06,10.64,45.32,7.6827854673,103.56,820.6,81.5560044492,9.74839258886,80
"767",31,954.96,24.32,10.08,10.64,45.04,7.70294234364,102.46,819.84,81.6031467298,9.78104436778,80
"768",32,955.08,24.46,10.04,10.42,44.92,7.72176389158,100.92,820.6,81.6541669908,9.81044417426,80
"769",33,955.24,24.5,9.88,10.38,44.76,7.73859653682,104.86,820.98,81.7051970434,9.84399720628,80
"770",34,955.24,24.56,9.8,10.4,44.76,7.7530702082,103.84,823.96,81.7583124138,9.8746374338,80
"771",35,955.34,24.52,9.86,10.28,44.66,7.76984123846,103.32,823.42,81.8064848946,9.90338356062,80
"772",36,955.34,24.5,10,10.16,44.66,7.78835297114,104.98,824.24,81.8630867762,9.93839677122,80
"773",37,955.68,24.36,9.8,10.16,44.32,7.80294797408,104.82,820.38,81.916202512,9.97232780916,80
"774",38,955.68,24.4,9.88,10.04,44.32,7.82389662988,105.96,823.66,81.9652710176,10.00367965996,80
"775",39,955.66,24.52,9.88,9.94,44.34,7.84343649432,105.94,827.6,82.019261595,10.03360604118,80
"776",40,955.62,24.86,9.74,9.78,44.38,7.8615320211,105.9,823.8,82.0726749828,10.06205492076,80
"777",41,955.42,24.98,9.86,9.74,44.58,7.88376194556,106.22,823.7,82.126153814,10.09406442382,80
"778",42,955.52,25.1,9.68,9.7,44.48,7.90407548482,103.34,828.18,82.177606196,10.12216594532,80
"779",43,955.44,25.4,9.74,9.42,44.56,7.92512443516,104.38,827.14,82.22468423,10.15082361454,80
"780",44,955.7,25.08,9.92,9.3,44.3,7.9391511429,105.9,827.66,82.2791359426,10.17923174426,80
"781",45,955.6,25.3,9.82,9.28,44.4,7.96213899862,106.2,828.48,82.3314112576,10.20805576208,80
"782",46,955.74,25.28,9.72,9.26,44.26,7.97618114972,109.36,829.8,82.3796421398,10.2377335005,80
"783",47,955.54,25.5,9.82,9.14,44.46,7.9949326457,107.36,827.96,82.4325412872,10.26832684314,80
"784",48,955.46,25.54,9.92,9.08,44.54,8.0102366185,107.26,829.04,82.4831555584,10.29950150838,80
"785",49,955.48,25.68,9.88,8.96,44.52,8.02228772526,110.4,826.42,82.5335201032,10.33252252654,80
"786",50,955.76,25.64,9.72,8.88,44.24,8.03502795346,110.64,831.4,82.5881202264,10.3579503386,80
"787",51,955.76,25.64,9.64,8.96,44.24,8.05162661192,108.56,831.84,82.6393435872,10.3864863776,80
"788",52,955.94,25.78,9.5,8.78,44.06,8.06700140434,107.56,831.72,82.6923605852,10.4187791358,80
"789",53,955.94,25.7,9.66,8.7,44.06,8.07919722746,110.36,833.86,82.7521161676,10.4498635462,80
"790",54,955.96,25.68,9.78,8.58,44.04,8.09388918256,109.82,831.16,82.8077829918,10.478086692,80
"791",55,955.7,26.04,9.76,8.5,44.3,8.110752127,110.22,832.42,82.855674432,10.5095637524,80
"792",56,955.56,26.1,9.96,8.38,44.44,8.13247287604,109.58,834.22,82.9089619792,10.539751186,80
"793",57,955.52,26.16,10,8.32,44.48,8.14660952058,111.76,833.1,82.9619995398,10.5720907152,80
"794",58,955.56,26.22,9.96,8.26,44.44,8.16150566808,109.8,836.3,83.0134666758,10.6018532308,80
"795",59,955.36,26.52,9.94,8.18,44.64,8.1794190464,113.7,835.28,83.065150397,10.6308556596,80
"796",60,955.26,26.8,9.78,8.16,44.74,8.19005998924,111.56,835.12,83.1234027324,10.656065145,80
"797",61,955.02,27.18,9.8,8,44.98,8.20383165806,111.82,833.8,83.1789151154,10.6848489204,80
"798",62,954.82,27.34,9.9,7.94,45.18,8.21817424806,109.3,835.9,83.2268732116,10.7130124464,80
"799",63,954.8,27.62,9.74,7.84,45.2,8.23488686416,114.08,837.24,83.2844229604,10.7433374204,80
"800",64,954.44,27.8,9.98,7.78,45.56,8.25097319372,112.9,836.74,83.3404995004,10.7758412202,80
"801",65,954.24,27.9,10.18,7.68,45.76,8.2655662835,114.88,835.86,83.397386844,10.8051798358,80
"802",66,954.2,28,10.08,7.72,45.8,8.27858608808,114.86,838.76,83.4476418272,10.8383960548,80
"803",67,953.96,28.2,10.1,7.74,46.04,8.30093159114,112.3,837.8,83.5041455434,10.8692053272,80
"804",68,953.8,28.26,10.2,7.74,46.2,8.31864134836,114.48,839.48,83.558558696,10.900090508,80
"805",69,953.96,28,10.2,7.84,46.04,8.32977539938,113.76,841.04,83.6083133392,10.9349827362,80
"806",70,953.8,28.1,10.1,8,46.2,8.34542490344,113.76,843.4,83.6615901664,10.9633897108,80
"807",71,953.46,28.28,10.28,7.98,46.54,8.3645578964,117.36,841.3,83.7149532724,10.9967535036,80
"808",72,953.24,28.44,10.38,7.94,46.76,8.3846933078,113.92,840.62,83.7642793792,11.0250430946,80
"809",73,953,28.7,10.36,7.94,47,8.39761452466,115.54,846.14,83.814149524,11.0546982472,80
"810",74,952.86,28.82,10.34,7.98,47.14,8.41915934298,117.54,840.58,83.8689387194,11.0847440288,80
"811",75,952.88,28.84,10.3,7.98,47.12,8.4341002888,114.34,841.8,83.928773252,11.1154803156,80
"812",76,952.88,28.8,10.34,7.98,47.12,8.44764355422,118.72,841.28,83.9820039892,11.1490323944,80
"813",77,952.78,28.98,10.22,8.02,47.22,8.4591098024,119.04,842.36,84.037252982,11.1784349138,80
"814",78,952.72,28.96,10.28,8.04,47.28,8.47328957706,116.6,844.42,84.0910497756,11.2116367386,80
"815",79,952.42,29.48,10.12,7.98,47.58,8.49017419984,117.62,843.98,84.1461755702,11.2431388076,80
"816",80,951.96,29.82,10.12,8.1,48.04,8.5068601817,117.32,844.76,84.2033005154,11.273572305,80
"817",81,951.72,29.92,10.28,8.08,48.28,8.52387566596,117.74,845.46,84.2542052544,11.3074865708,80
"818",82,951.36,30.14,10.28,8.22,48.64,8.54239430464,118.96,847.56,84.3064705882,11.3360294912,80
"819",83,951.56,29.86,10.32,8.26,48.44,8.55247351224,119.84,847.14,84.3597930134,11.3640087216,80
"820",84,951.52,30.04,10.26,8.18,48.48,8.5677556036,119.34,847.26,84.4132188082,11.394064101,80
"821",85,951.5,29.9,10.36,8.24,48.5,8.58423392162,119.68,849.7,84.4681440524,11.422945929,80
"822",86,951.48,29.98,10.3,8.24,48.52,8.59364084378,118.8,848.26,84.526090745,11.4522630472,80
"823",87,951.68,29.84,10.32,8.16,48.32,8.61044381474,118.98,848.06,84.5755914856,11.4851190906,80
"824",88,951.5,29.94,10.4,8.16,48.5,8.62463105732,120.06,847.24,84.633059275,11.5172738548,80
"825",89,951.24,30.16,10.52,8.08,48.76,8.63925290388,120.44,848.18,84.6819989966,11.551087149,80
"826",90,951.12,30.3,10.6,7.98,48.88,8.64916316412,118.48,850,84.7357369318,11.5828986046,80
"827",91,950.72,30.52,10.78,7.98,49.28,8.66481482524,119.78,848.84,84.7942488428,11.6153726948,80
"828",92,950.36,30.72,10.94,7.98,49.64,8.67568443326,121.72,853.3,84.8471113076,11.6466197462,80
"829",93,949.94,31.02,11.08,7.96,50.06,8.68754247292,122.48,852.9,84.8991044524,11.6772152234,80
"830",94,949.64,31.18,11.24,7.94,50.36,8.704233803,124.5,851.76,84.9556303766,11.7079232034,80
"831",95,949.62,31.22,11.22,7.94,50.38,8.7158635809,121.66,853.34,85.0085496022,11.7407749542,80
"832",96,949.08,31.72,11.26,7.94,50.92,8.7296406073,119.86,853.32,85.0655496576,11.7711414524,80
"833",97,948.8,31.98,11.12,8.1,51.2,8.7491879038,124.62,856.16,85.122639743,11.7985463754,80
"834",98,948.4,32.3,11.14,8.16,51.6,8.7624362814,122.34,855.32,85.1833422726,11.8300263556,80
"835",99,948.16,32.38,11.44,8.02,51.84,8.77437089394,124.9,857.64,85.2418134102,11.859799233,80
"836",100,948.24,32.18,11.42,8.16,51.76,8.78650223862,121.02,854.46,85.2952122892,11.8944090872,80
"837",101,947.9,32.62,11.32,8.16,52.1,8.79722816458,125.96,853.94,85.3501821204,11.9261632024,80
"838",102,947.76,32.8,11.34,8.1,52.24,8.80876138772,123.26,855.38,85.4056721718,11.9572707492,80
"839",103,947.46,33.04,11.46,8.04,52.54,8.8210140706,122.76,857.26,85.4586739014,11.9889425228,80
"840",104,947.44,32.96,11.62,7.98,52.56,8.8328861979,126.58,858.18,85.5037203262,12.0245896148,80
