[run number],initial-people,environment,healthy-treatment-chance,dep-treatment-chance,[step],"count turtles with [ severity = ""No Depression"" ]","count turtles with [ severity = ""Mild Depression"" ]","count turtles with [ severity = ""Moderate Depression"" ]","count turtles with [ severity = ""Severe Depression"" ]","count turtles with [ severity != ""No Depression"" ]",mean [ dep-score ] of turtles,count turtles with [ treatment? ],count turtles with [ talks? ],mean [ prob-of-talking ] of turtles,mean [ prob-of-treatment ] of turtles,"mean [ dep-score ] of turtles with [ gender? = ""male"" ]","mean [ dep-score ] of turtles with [ gender? = ""female"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""female"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""female"" ]","count turtles with [ gender? = ""male"" ]","count turtles with [ gender? = ""female"" ]"
5,1000,60,7.7,28,2,947,24,19,10,53,7.230983076,95,600,59.80595974,8.929892213,6.532925932,7.943142384,485,20,462,33,505,495
8,1000,60,7.7,28,2,937,38,17,8,63,7.084928582,101,612,60.22534139,9.04658391,6.596683194,7.528449201,451,25,486,38,476,524
6,1000,60,7.7,28,2,942,28,16,14,58,7.308146332,91,606,60.30908297,9.054904376,6.454924952,8.134494598,469,23,473,35,492,508
3,1000,60,7.7,28,2,949,18,15,18,51,7.077836594,90,626,60.36809745,8.754858492,6.06987787,8.038547253,471,17,478,34,488,512
2,1000,60,7.7,28,2,953,19,17,11,47,6.806991333,94,594,59.93880843,8.859231176,6.140850544,7.431821065,469,15,484,32,484,516
4,1000,60,7.7,28,2,945,29,10,16,55,6.933222343,83,606,60.14614341,8.813912552,5.983536558,7.809855376,466,14,479,41,480,520
7,1000,60,7.7,28,2,945,27,12,16,55,7.098533541,109,628,60.07958465,9.021027717,6.45186493,7.709975068,464,22,481,33,486,514
1,1000,60,7.7,28,2,940,26,21,13,60,7.389919581,95,614,60.13738156,8.968476668,6.889755182,7.847924529,454,24,486,36,478,522
5,1000,60,7.7,28,3,947,24,19,10,53,7.254425227,107,591,59.81954512,8.938292781,6.572839158,7.949780713,485,20,462,33,505,495
8,1000,60,7.7,28,3,938,38,16,8,62,7.086983912,80,599,60.29132779,9.063857577,6.568956541,7.557558395,452,24,486,38,476,524
6,1000,60,7.7,28,3,943,28,15,14,57,7.348649528,95,616,60.37914265,9.07028097,6.491353966,8.178943655,469,23,474,34,492,508
3,1000,60,7.7,28,3,950,18,14,18,50,7.10232315,98,621,60.40106757,8.759063726,6.060378496,8.095426647,472,16,478,34,488,512
2,1000,60,7.7,28,3,952,20,17,11,48,6.878835511,87,616,59.97386781,8.869897061,6.188428858,7.526426247,469,15,483,33,484,516
4,1000,60,7.7,28,3,945,29,10,16,55,6.980128616,106,590,60.18585472,8.813076398,6.052132736,7.836740198,466,14,479,41,480,520
7,1000,60,7.7,28,3,947,26,11,16,53,7.078886789,93,599,60.11447006,9.052600694,6.447933411,7.675469166,465,21,482,32,486,514
5,1000,60,7.7,28,4,948,23,19,10,52,7.29532563,87,611,59.86325557,8.962417606,6.63545319,7.968528826,485,20,463,32,505,495
1,1000,60,7.7,28,3,940,26,21,13,60,7.412843111,99,619,60.17404379,8.967353507,6.90525846,7.877642849,454,24,486,36,478,522
8,1000,60,7.7,28,4,938,37,17,8,62,7.114969053,85,584,60.33357066,9.109742361,6.64202478,7.544590187,452,24,486,38,476,524
6,1000,60,7.7,28,4,945,28,13,14,55,7.340043647,79,616,60.42536112,9.09638353,6.517406228,8.136771226,469,23,476,32,492,508
3,1000,60,7.7,28,4,950,18,15,17,50,7.142644482,101,591,60.431985,8.773837753,6.129924013,8.107893679,472,16,478,34,488,512
2,1000,60,7.7,28,4,951,20,18,11,49,6.942844828,101,596,60.02414141,8.894443559,6.226103972,7.615136638,469,15,482,34,484,516
4,1000,60,7.7,28,4,946,28,10,16,54,6.983542954,104,575,60.21300141,8.81563843,6.060921774,7.835193274,466,14,480,40,480,520
7,1000,60,7.7,28,4,949,25,9,17,51,7.070008359,73,599,60.16715344,9.071503071,6.43982922,7.665858674,466,20,483,31,486,514
5,1000,60,7.7,28,5,948,24,19,9,52,7.312808216,89,596,59.87155613,8.974131052,6.676044113,7.962436239,485,20,463,32,505,495
8,1000,60,7.7,28,5,938,37,18,7,62,7.144477906,82,585,60.37553162,9.123075113,6.69204313,7.555468275,452,24,486,38,476,524
6,1000,60,7.7,28,5,945,27,14,14,55,7.397353132,105,597,60.47402228,9.109154936,6.575559327,8.193263668,469,23,476,32,492,508
1,1000,60,7.7,28,4,944,25,19,12,56,7.392377181,105,601,60.19460058,8.996034494,6.910915074,7.833256275,455,23,489,33,478,522
3,1000,60,7.7,28,5,951,18,15,16,49,7.174853038,100,627,60.45784907,8.792455134,6.171511945,8.131162517,472,16,479,33,488,512
2,1000,60,7.7,28,5,951,18,20,11,49,6.974746627,107,642,60.06961911,8.933514069,6.266290675,7.639267327,469,15,482,34,484,516
4,1000,60,7.7,28,5,950,26,8,16,50,6.963509221,100,636,60.25660803,8.824943363,6.075353401,7.783345362,467,13,483,37,480,520
7,1000,60,7.7,28,5,953,25,7,15,47,7.029019673,87,636,60.2212532,9.105197791,6.41560102,7.609022524,469,17,484,30,486,514
6,1000,60,7.7,28,6,946,26,14,14,54,7.464408053,101,620,60.5323102,9.126227175,6.601680278,8.2999633,469,23,477,31,492,508
5,1000,60,7.7,28,6,948,24,19,9,52,7.335039238,100,634,59.91534036,8.965712281,6.71155121,7.971122985,485,20,463,32,505,495
1,1000,60,7.7,28,5,948,22,18,12,52,7.392282219,94,603,60.22139437,9.036156119,6.908593908,7.835199867,456,22,492,30,478,522
2,1000,60,7.7,28,6,955,16,18,11,45,6.952498915,92,616,60.08218511,8.958237324,6.226120319,7.633830776,471,13,484,32,484,516
4,1000,60,7.7,28,6,950,26,7,17,50,7.019162197,91,613,60.32732036,8.850791691,6.143359047,7.827595874,467,13,483,37,480,520
3,1000,60,7.7,28,6,951,18,15,16,49,7.199430175,94,593,60.47691185,8.795091071,6.172602541,8.178125263,472,16,479,33,488,512
8,1000,60,7.7,28,6,939,36,17,8,61,7.163620137,102,613,60.4316699,9.157308547,6.702626306,7.582385525,453,23,486,38,476,524
7,1000,60,7.7,28,6,953,24,8,15,47,7.063159139,89,599,60.27251643,9.124113801,6.435995953,7.656157793,469,17,484,30,486,514
6,1000,60,7.7,28,7,949,25,12,14,51,7.471660776,95,608,60.54910793,9.155757875,6.611675436,8.304559963,471,21,478,30,492,508
5,1000,60,7.7,28,7,949,24,18,9,51,7.350793545,90,601,59.93635471,8.976452904,6.713412457,8.001051018,486,19,463,32,505,495
4,1000,60,7.7,28,7,952,25,7,16,48,6.98529321,81,579,60.35459464,8.859927262,6.140395999,7.765198327,467,13,485,35,480,520
2,1000,60,7.7,28,7,954,17,18,11,46,6.981222335,92,619,60.1174564,8.974139301,6.264046472,7.653922175,470,14,484,32,484,516
1,1000,60,7.7,28,6,948,23,18,11,52,7.389617672,109,567,60.24746962,9.052068802,6.940575908,7.800809173,456,22,492,30,478,522
8,1000,60,7.7,28,7,942,34,17,7,58,7.148831464,98,608,60.46698294,9.18160005,6.649171811,7.602720766,456,20,486,38,476,524
7,1000,60,7.7,28,7,953,24,8,15,47,7.097787535,110,594,60.32879258,9.114501248,6.456326606,7.704305067,469,17,484,30,486,514
3,1000,60,7.7,28,7,952,17,15,16,48,7.221080809,98,602,60.49191131,8.81153742,6.204373562,8.190129903,472,16,480,32,488,512
6,1000,60,7.7,28,8,952,24,10,14,48,7.479473295,97,603,60.59333124,9.161392117,6.605223268,8.326187888,473,19,479,29,492,508
4,1000,60,7.7,28,8,952,25,8,15,48,6.981572084,95,589,60.39422464,8.880691093,6.159718838,7.740205848,467,13,485,35,480,520
5,1000,60,7.7,28,8,950,24,17,9,50,7.365989719,102,602,59.95235447,9.017885968,6.734007108,8.010739656,486,19,464,31,505,495
2,1000,60,7.7,28,8,954,17,18,11,46,7.01481129,97,614,60.15175397,8.995524083,6.290262967,7.694426384,470,14,484,32,484,516
7,1000,60,7.7,28,8,953,24,8,15,47,7.10136827,96,606,60.39289559,9.114738314,6.451295916,7.716028123,469,17,484,30,486,514
8,1000,60,7.7,28,8,943,34,16,7,57,7.179880456,103,613,60.5257307,9.222648022,6.692714241,7.622420758,456,20,487,37,476,524
1,1000,60,7.7,28,7,947,24,18,11,53,7.394154804,105,586,60.28323661,9.068643428,6.919219226,7.829057497,455,23,492,30,478,522
3,1000,60,7.7,28,8,954,17,13,16,46,7.244996595,97,606,60.52666143,8.830761038,6.257215987,8.186474987,472,16,482,30,488,512
6,1000,60,7.7,28,9,953,23,10,14,47,7.502091082,114,596,60.61262779,9.18427529,6.652053269,8.32535605,472,20,481,27,492,508
4,1000,60,7.7,28,9,953,25,8,14,47,6.957988479,102,606,60.45219917,8.899826358,6.159919663,7.694667387,467,13,486,34,480,520
5,1000,60,7.7,28,9,951,24,17,8,49,7.372938686,114,588,60.01459701,9.06200894,6.766763075,7.991360269,486,19,465,30,505,495
2,1000,60,7.7,28,9,953,17,19,11,47,7.04702884,97,619,60.19941496,9.017807015,6.318295355,7.730569551,469,15,484,32,484,516
7,1000,60,7.7,28,9,951,27,8,14,49,7.086908908,94,608,60.42594124,9.125681218,6.452570322,7.686692085,468,18,483,31,486,514
8,1000,60,7.7,28,9,944,34,16,6,56,7.206592714,95,606,60.5617118,9.261532018,6.705950977,7.66137414,456,20,488,36,476,524
1,1000,60,7.7,28,8,949,23,18,10,51,7.417600467,97,623,60.3251742,9.085896675,6.957164847,7.839225421,455,23,494,28,478,522
3,1000,60,7.7,28,9,952,19,13,16,48,7.281640824,88,600,60.5896888,8.855915644,6.30235026,8.215027142,472,16,480,32,488,512
6,1000,60,7.7,28,10,955,21,10,14,45,7.500396632,92,586,60.64692661,9.21008945,6.645115104,8.32874016,473,19,482,26,492,508
4,1000,60,7.7,28,10,954,26,6,14,46,6.973699533,95,607,60.5156245,8.92187184,6.188501892,7.698497355,467,13,487,33,480,520
2,1000,60,7.7,28,10,955,16,18,11,45,7.060200556,92,604,60.24684924,9.062527375,6.319458109,7.755005487,470,14,485,31,484,516
7,1000,60,7.7,28,10,951,26,9,14,49,7.116103711,91,616,60.4902317,9.131992697,6.500768576,7.697918645,468,18,483,31,486,514
5,1000,60,7.7,28,10,952,23,17,8,48,7.395508959,100,605,60.06591985,9.093942264,6.792136913,8.01107034,486,19,466,29,505,495
8,1000,60,7.7,28,10,944,34,16,6,56,7.218825828,87,594,60.60381154,9.281782887,6.713620435,7.677752864,456,20,488,36,476,524
6,1000,60,7.7,28,11,955,21,10,14,45,7.532599106,93,591,60.70434127,9.230480591,6.669767848,8.368254576,473,19,482,26,492,508
3,1000,60,7.7,28,10,953,18,13,16,47,7.285606775,104,633,60.63058639,8.875482305,6.308338052,8.217066027,473,15,480,32,488,512
1,1000,60,7.7,28,9,948,24,16,12,52,7.46679792,81,606,60.35865983,9.122313942,7.028534824,7.868119299,455,23,493,29,478,522
4,1000,60,7.7,28,11,954,25,7,14,46,7.005818414,106,610,60.58437421,8.949879436,6.223309268,7.728134549,467,13,487,33,480,520
7,1000,60,7.7,28,11,952,25,9,14,48,7.141841402,100,612,60.51111249,9.149319902,6.550387629,7.701075903,469,17,483,31,486,514
2,1000,60,7.7,28,11,956,15,18,11,44,7.079376575,92,608,60.29758395,9.083158825,6.345023055,7.768188792,470,14,486,30,484,516
5,1000,60,7.7,28,11,953,24,14,9,47,7.415751756,89,605,60.11149958,9.127498379,6.79923832,8.044720008,486,19,467,28,505,495
8,1000,60,7.7,28,11,946,33,15,6,54,7.220449309,90,594,60.66064256,9.312039195,6.712312821,7.682038943,458,18,488,36,476,524
6,1000,60,7.7,28,12,954,23,10,13,46,7.560181473,104,624,60.73101641,9.273554166,6.740992863,8.353568867,473,19,481,27,492,508
3,1000,60,7.7,28,11,956,16,12,16,44,7.262314092,106,628,60.66655192,8.8779358,6.272660984,8.20557721,474,14,482,30,488,512
1,1000,60,7.7,28,10,948,24,16,12,52,7.501787304,97,625,60.38446864,9.142511867,7.055253757,7.910682008,455,23,493,29,478,522
4,1000,60,7.7,28,12,954,25,7,14,46,7.051222869,103,598,60.61024521,8.966486797,6.274910115,7.767819258,467,13,487,33,480,520
7,1000,60,7.7,28,12,952,25,9,14,48,7.150428548,98,623,60.54056496,9.149271878,6.507493923,7.758339497,470,16,482,32,486,514
8,1000,60,7.7,28,12,946,33,15,6,54,7.230672471,104,578,60.71457687,9.335856001,6.681809835,7.729257614,458,18,488,36,476,524
2,1000,60,7.7,28,12,957,15,17,11,43,7.119271136,105,620,60.32142962,9.105981351,6.422070932,7.773234117,470,14,487,29,484,516
5,1000,60,7.7,28,12,952,25,14,9,48,7.457572932,96,636,60.14868525,9.150409287,6.837739815,8.08992793,486,19,466,29,505,495
6,1000,60,7.7,28,13,954,23,10,13,46,7.564101895,108,625,60.76486544,9.277337051,6.754442721,8.348259993,473,19,481,27,492,508
3,1000,60,7.7,28,12,956,16,12,16,44,7.281354928,84,588,60.70454278,8.905661226,6.302249494,8.214564794,474,14,482,30,488,512
4,1000,60,7.7,28,13,956,25,7,12,44,7.060104614,111,605,60.63527452,8.980254565,6.314743135,7.748130595,467,13,489,31,480,520
1,1000,60,7.7,28,11,946,26,16,12,54,7.544676203,85,597,60.39800755,9.18987221,7.130846382,7.923623816,454,24,492,30,478,522
7,1000,60,7.7,28,13,952,25,10,13,48,7.184684396,116,604,60.56704868,9.16775745,6.547009783,7.787621871,470,16,482,32,486,514
8,1000,60,7.7,28,13,946,33,15,6,54,7.277456463,107,601,60.77072828,9.3543542,6.720550097,7.783348505,458,18,488,36,476,524
2,1000,60,7.7,28,13,957,15,17,11,43,7.142906402,101,613,60.36150618,9.124955256,6.45122171,7.791695919,470,14,487,29,484,516
5,1000,60,7.7,28,13,951,26,14,9,49,7.499349517,106,637,60.18302995,9.202273218,6.890899096,8.120091865,486,19,465,30,505,495
6,1000,60,7.7,28,14,954,23,10,13,46,7.608274604,96,610,60.79479048,9.297052924,6.799191061,8.391875201,473,19,481,27,492,508
3,1000,60,7.7,28,13,956,16,12,16,44,7.300783615,102,608,60.73640735,8.916488702,6.321124115,8.234521575,474,14,482,30,488,512
4,1000,60,7.7,28,14,958,23,7,12,42,7.062209115,100,612,60.70140477,8.997810645,6.336298883,7.732280099,467,13,491,29,480,520
1,1000,60,7.7,28,12,946,27,15,12,54,7.561626114,86,601,60.41425387,9.202462616,7.180435446,7.910685767,454,24,492,30,478,522
7,1000,60,7.7,28,14,951,26,10,13,49,7.209727368,83,609,60.6004137,9.19094483,6.533395139,7.849216596,470,16,481,33,486,514
8,1000,60,7.7,28,14,946,33,15,6,54,7.286146889,87,607,60.81360956,9.387505444,6.732334657,7.789228229,458,18,488,36,476,524
2,1000,60,7.7,28,14,958,15,16,11,42,7.137659131,101,624,60.40140391,9.150809418,6.4626298,7.770826178,470,14,488,28,484,516
5,1000,60,7.7,28,14,951,27,13,9,49,7.523732409,93,616,60.188192,9.225295679,6.918372952,8.14132135,486,19,465,30,505,495
6,1000,60,7.7,28,15,954,22,11,13,46,7.61974794,102,637,60.83497527,9.318091069,6.817731918,8.396503615,473,19,481,27,492,508
3,1000,60,7.7,28,14,957,16,11,16,43,7.335277933,82,585,60.77241742,8.939605254,6.353187143,8.271333218,475,13,482,30,488,512
4,1000,60,7.7,28,15,957,25,7,11,43,7.078364781,68,617,60.7710104,9.023726825,6.347449272,7.753056021,467,13,490,30,480,520
7,1000,60,7.7,28,15,951,27,9,13,49,7.1971057,101,606,60.64377529,9.215208922,6.527834182,7.829918847,470,16,481,33,486,514
1,1000,60,7.7,28,13,945,30,14,11,55,7.568338394,95,625,60.46577658,9.199603748,7.159815478,7.942426428,454,24,491,31,478,522
8,1000,60,7.7,28,15,945,34,15,6,55,7.298100494,94,601,60.82204201,9.422077893,6.765550532,7.781867253,457,19,488,36,476,524
2,1000,60,7.7,28,15,957,16,15,12,43,7.179821878,95,625,60.43938526,9.18371745,6.517055218,7.801486731,470,14,487,29,484,516
6,1000,60,7.7,28,16,955,21,11,13,45,7.636142971,94,639,60.87244294,9.344191811,6.817148794,8.429342056,474,18,481,27,492,508
5,1000,60,7.7,28,15,953,26,12,9,47,7.549401459,106,577,60.22529759,9.24729016,6.960659966,8.150036719,487,18,466,29,505,495
3,1000,60,7.7,28,15,958,16,11,15,42,7.351591438,94,635,60.79070482,8.977243436,6.376408365,8.281062804,475,13,483,29,488,512
4,1000,60,7.7,28,16,957,25,7,11,43,7.130012411,98,620,60.80760581,9.030784038,6.443798023,7.763441077,466,14,491,29,480,520
7,1000,60,7.7,28,16,950,28,9,13,50,7.221916559,97,608,60.68332713,9.248586137,6.522864319,7.882888131,470,16,480,34,486,514
8,1000,60,7.7,28,16,946,33,15,6,54,7.328834083,118,613,60.83840422,9.470816616,6.783579036,7.824142103,457,19,489,35,476,524
1,1000,60,7.7,28,14,947,28,14,11,53,7.577705439,91,592,60.51770987,9.223790466,7.145136796,7.973812356,456,22,491,31,478,522
6,1000,60,7.7,28,17,956,19,12,13,44,7.646928047,115,608,60.91631831,9.357710719,6.838013889,8.430364595,475,17,481,27,492,508
2,1000,60,7.7,28,16,956,17,15,12,44,7.213552476,94,584,60.46947692,9.202337168,6.57589089,7.811669157,469,15,487,29,484,516
5,1000,60,7.7,28,16,952,28,12,8,48,7.560914191,96,605,60.2837166,9.279675881,6.990437699,8.142915461,486,19,466,29,505,495
4,1000,60,7.7,28,17,957,25,7,11,43,7.157771943,88,605,60.84231663,9.049539455,6.471728962,7.791042386,466,14,491,29,480,520
3,1000,60,7.7,28,16,959,16,10,15,41,7.393152221,90,603,60.82503973,8.983596051,6.445975964,8.295929591,475,13,484,28,488,512
7,1000,60,7.7,28,17,952,26,9,13,48,7.248245312,100,636,60.75523048,9.272379266,6.572566714,7.887116516,471,15,481,33,486,514
8,1000,60,7.7,28,17,946,32,16,6,54,7.349129772,96,593,60.87880417,9.490962409,6.788043383,7.858818935,458,18,488,36,476,524
6,1000,60,7.7,28,18,957,19,11,13,43,7.661749172,102,586,60.96315504,9.375960678,6.897624249,8.401807169,475,17,482,26,492,508
1,1000,60,7.7,28,15,948,27,14,11,52,7.618742088,101,609,60.57530326,9.230892115,7.1916497,8.009834351,457,21,491,31,478,522
2,1000,60,7.7,28,17,955,19,15,11,45,7.237196627,98,607,60.49014753,9.213253265,6.6098027,7.825682402,469,15,486,30,484,516
5,1000,60,7.7,28,17,955,26,11,8,45,7.578396105,98,608,60.27524827,9.2940147,6.996628524,8.171916566,488,17,467,28,505,495
4,1000,60,7.7,28,18,957,25,7,11,43,7.185973152,113,617,60.86683995,9.058618126,6.499600353,7.819548044,466,14,491,29,480,520
7,1000,60,7.7,28,18,952,26,9,13,48,7.278237067,84,615,60.78458683,9.263247395,6.576087448,7.942137289,471,15,481,33,486,514
3,1000,60,7.7,28,17,957,18,10,15,43,7.428494379,94,609,60.86334103,8.991563843,6.524458637,8.290153445,473,15,484,28,488,512
8,1000,60,7.7,28,18,945,32,16,7,55,7.377111786,106,611,60.91762192,9.518553411,6.822844862,7.880606167,457,19,488,36,476,524
6,1000,60,7.7,28,19,957,19,11,13,43,7.685442143,104,627,61.01987353,9.400445083,6.940546344,8.406876657,475,17,482,26,492,508
2,1000,60,7.7,28,18,956,19,14,11,44,7.26247146,117,634,60.52498035,9.230979308,6.61926077,7.865793116,470,14,486,30,484,516
1,1000,60,7.7,28,16,949,26,14,11,51,7.652129018,112,585,60.62336488,9.24816604,7.239965411,8.029550865,457,21,492,30,478,522
5,1000,60,7.7,28,18,955,26,11,8,45,7.623826418,98,588,60.30640084,9.31395389,7.044483276,8.214873463,488,17,467,28,505,495
4,1000,60,7.7,28,19,956,25,8,11,44,7.22871062,101,616,60.90558896,9.099596447,6.563600733,7.842658208,466,14,490,30,480,520
7,1000,60,7.7,28,19,953,27,8,12,47,7.292154152,102,616,60.82902045,9.289056725,6.621799684,7.925991256,472,14,481,33,486,514
3,1000,60,7.7,28,18,959,18,9,14,41,7.414795983,109,611,60.90231613,9.020250631,6.514171024,8.273204146,474,14,485,27,488,512
6,1000,60,7.7,28,20,956,19,12,13,44,7.743560135,98,584,61.05554431,9.416105789,6.996844117,8.466757539,475,17,481,27,492,508
8,1000,60,7.7,28,19,946,34,14,6,54,7.372709654,91,621,60.95644016,9.530869909,6.804774121,7.888620558,458,18,488,36,476,524
2,1000,60,7.7,28,19,958,19,11,12,42,7.296268218,90,599,60.54022674,9.268358818,6.634428046,7.917064038,472,12,486,30,484,516
5,1000,60,7.7,28,19,958,24,10,8,42,7.60507091,104,622,60.34041995,9.33666652,7.051522773,8.169801838,490,15,468,27,505,495
4,1000,60,7.7,28,20,956,26,7,11,44,7.237753916,92,612,60.9340299,9.141597527,6.575279894,7.849268398,466,14,490,30,480,520
7,1000,60,7.7,28,20,953,28,8,11,47,7.272172364,104,598,60.87407942,9.357456446,6.606448692,7.901630934,472,14,481,33,486,514
1,1000,60,7.7,28,17,949,26,13,12,51,7.653381983,89,625,60.65539673,9.270061007,7.253923797,8.019169365,457,21,492,30,478,522
3,1000,60,7.7,28,19,958,19,9,14,42,7.433365668,109,640,60.95630656,9.030609515,6.550314726,8.275023598,474,14,484,28,488,512
6,1000,60,7.7,28,21,955,20,12,13,45,7.724805969,112,638,61.10713816,9.431240789,6.951660575,8.473600327,475,17,480,28,492,508
8,1000,60,7.7,28,20,946,33,15,6,54,7.422520701,96,621,60.98937254,9.54137968,6.856498827,7.936693243,458,18,488,36,476,524
2,1000,60,7.7,28,20,961,17,11,11,39,7.286394389,89,641,60.56831228,9.304928992,6.656638901,7.877095273,472,12,489,27,484,516
7,1000,60,7.7,28,21,952,29,8,11,48,7.271552125,102,611,60.94828656,9.371738429,6.641479963,7.867301289,471,15,481,33,486,514
4,1000,60,7.7,28,21,956,26,7,11,44,7.296120863,98,616,60.94277288,9.168136962,6.627788314,7.913043216,466,14,490,30,480,520
5,1000,60,7.7,28,20,959,24,10,7,41,7.621569411,100,608,60.39652826,9.339001721,7.041410207,8.213449002,490,15,469,26,505,495
1,1000,60,7.7,28,18,951,23,14,12,49,7.655512166,81,630,60.70723285,9.267035126,7.258664341,8.018909217,459,19,492,30,478,522
3,1000,60,7.7,28,20,959,18,9,14,41,7.443305565,108,635,61.00028788,9.066355175,6.520222116,8.323119478,475,13,484,28,488,512
6,1000,60,7.7,28,22,956,20,11,13,44,7.746013439,112,626,61.13786848,9.463571478,6.95904426,8.508196187,476,16,480,28,492,508
8,1000,60,7.7,28,21,945,34,15,6,55,7.467572511,114,630,61.05349347,9.555040172,6.914526382,7.969957926,457,19,488,36,476,524
7,1000,60,7.7,28,22,952,29,7,12,48,7.265505122,102,600,60.97494056,9.406217355,6.63995017,7.85698315,471,15,481,33,486,514
2,1000,60,7.7,28,21,961,17,11,11,39,7.308632142,98,602,60.56357203,9.335376974,6.679062607,7.899158605,472,12,489,27,484,516
4,1000,60,7.7,28,22,959,23,8,10,41,7.28009701,101,605,60.98771323,9.18905337,6.644471177,7.866828548,467,13,492,28,480,520
5,1000,60,7.7,28,21,959,24,10,7,41,7.642597169,104,614,60.44129694,9.348660374,7.058755044,8.238234085,490,15,469,26,505,495
3,1000,60,7.7,28,21,960,18,8,14,40,7.44314888,90,596,61.04062827,9.09667638,6.596293802,8.250307627,475,13,485,27,488,512
1,1000,60,7.7,28,19,951,23,14,12,49,7.695245905,89,593,60.71803748,9.280854177,7.305035589,8.05256493,459,19,492,30,478,522
6,1000,60,7.7,28,23,955,21,10,14,45,7.796882122,89,597,61.15153129,9.48007855,7.012077568,8.556968422,476,16,479,29,492,508
8,1000,60,7.7,28,22,946,33,14,7,54,7.511107113,101,619,61.06593955,9.579483214,6.945291638,8.025092164,457,19,489,35,476,524
7,1000,60,7.7,28,23,952,29,7,12,48,7.27354324,117,607,61.01437081,9.418803186,6.653942431,7.859391475,471,15,481,33,486,514
4,1000,60,7.7,28,23,960,22,8,10,40,7.326074193,119,602,61.01695011,9.223556972,6.699899368,7.904081723,467,13,493,27,480,520
2,1000,60,7.7,28,22,960,18,11,11,40,7.369700147,121,612,60.61330799,9.350232143,6.710022335,7.988467707,471,13,489,27,484,516
5,1000,60,7.7,28,22,960,24,9,7,40,7.611140973,102,608,60.4741128,9.360770679,7.046803055,8.186879656,490,15,470,25,505,495
3,1000,60,7.7,28,22,960,18,8,14,40,7.476921644,120,650,61.05908204,9.119538681,6.668166089,8.247766782,475,13,485,27,488,512
