[run number],initial-people,environment,healthy-treatment-chance,dep-treatment-chance,[step],"count turtles with [ severity = ""No Depression"" ]","count turtles with [ severity = ""Mild Depression"" ]","count turtles with [ severity = ""Moderate Depression"" ]","count turtles with [ severity = ""Severe Depression"" ]","count turtles with [ severity != ""No Depression"" ]",mean [ dep-score ] of turtles,count turtles with [ treatment? ],count turtles with [ talks? ],mean [ prob-of-talking ] of turtles,mean [ prob-of-treatment ] of turtles,"mean [ dep-score ] of turtles with [ gender? = ""male"" ]","mean [ dep-score ] of turtles with [ gender? = ""female"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""female"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""female"" ]","count turtles with [ gender? = ""male"" ]","count turtles with [ gender? = ""female"" ]"
7,1000,80,7.7,28,2,943,28,14,15,57,7.161983556,90,803,80.19426187,8.932438819,6.708940035,7.60783591,477,19,466,38,496,504
4,1000,80,7.7,28,2,943,27,16,14,57,7.075945987,95,802,80.06298858,8.970067801,6.503231342,7.606727769,459,22,484,35,481,519
3,1000,80,7.7,28,2,944,28,16,12,56,7.069705768,88,789,79.70137666,9.024287102,6.410366197,7.698138797,466,22,478,34,488,512
1,1000,80,7.7,28,2,934,34,16,16,66,7.274724878,91,808,80.33544315,9.159257468,6.736786479,7.814819341,474,27,460,39,501,499
6,1000,80,7.7,28,2,961,14,12,13,39,6.61939158,87,816,79.69084771,8.558635068,5.828876851,7.551131162,529,12,432,27,541,459
2,1000,80,7.7,28,2,948,29,15,8,52,7.021567569,78,804,79.9128353,8.806782285,6.245620746,7.84881666,495,21,453,31,516,484
5,1000,80,7.7,28,3,947,26,14,13,53,7.208781561,99,806,80.2411442,8.89076987,5.962811142,8.425203274,480,14,467,39,494,506
8,1000,80,7.7,28,3,960,23,11,6,40,6.794425716,106,805,80.32719421,8.664944316,6.190971109,7.435207412,503,12,457,28,515,485
7,1000,80,7.7,28,3,944,28,13,15,56,7.21104375,95,816,80.26521691,8.932792779,6.811712557,7.604036354,477,19,467,37,496,504
4,1000,80,7.7,28,3,944,27,15,14,56,7.093883041,105,771,80.10264722,8.98168015,6.520913174,7.624901357,460,21,484,35,481,519
3,1000,80,7.7,28,3,947,25,16,12,53,7.079459067,83,779,79.74858486,9.028499464,6.437555278,7.691273616,466,22,481,31,488,512
1,1000,80,7.7,28,3,938,31,15,16,62,7.23691462,103,805,80.35859242,9.194413979,6.712175262,7.763757143,475,26,463,36,501,499
6,1000,80,7.7,28,3,963,12,12,13,37,6.600595132,105,784,79.73056303,8.618408079,5.819325259,7.521438274,529,12,434,25,541,459
5,1000,80,7.7,28,4,950,23,14,13,50,7.234360501,97,816,80.28211837,8.929911912,6.033709257,8.406537803,480,14,470,36,494,506
2,1000,80,7.7,28,3,948,30,14,8,52,7.04523005,96,809,80.00702388,8.82802659,6.289512731,7.85091215,495,21,453,31,516,484
7,1000,80,7.7,28,4,946,27,12,15,54,7.227907479,88,807,80.32060973,8.954478077,6.837923047,7.611701682,477,19,469,35,496,504
8,1000,80,7.7,28,4,960,24,10,6,40,6.820954123,81,816,80.38143248,8.661732329,6.208159451,7.471653621,503,12,457,28,515,485
4,1000,80,7.7,28,4,944,25,17,14,56,7.138997245,101,799,80.13643106,8.983702595,6.572604917,7.663919614,460,21,484,35,481,519
1,1000,80,7.7,28,4,940,30,15,15,60,7.272477367,83,810,80.43116201,9.217760255,6.710144648,7.837063924,477,24,463,36,501,499
3,1000,80,7.7,28,4,950,23,15,12,50,7.056806378,110,801,79.79000702,9.046399249,6.411994579,7.671392624,467,21,483,29,488,512
6,1000,80,7.7,28,4,962,12,13,13,38,6.652354664,80,825,79.75708427,8.633246606,5.863403646,7.582251179,529,12,433,26,541,459
5,1000,80,7.7,28,5,952,22,13,13,48,7.277345068,88,802,80.36944438,8.95340901,6.081192575,8.445130307,480,14,472,34,494,506
7,1000,80,7.7,28,5,947,26,12,15,53,7.245576281,93,796,80.3860741,9.010688884,6.87134451,7.613867865,477,19,470,34,496,504
8,1000,80,7.7,28,5,960,24,10,6,40,6.842750797,78,814,80.42068726,8.68827401,6.220234825,7.503772911,503,12,457,28,515,485
2,1000,80,7.7,28,4,949,29,15,7,51,7.046508639,95,804,80.0341827,8.858388965,6.253280333,7.892181791,496,20,453,31,516,484
4,1000,80,7.7,28,5,947,22,16,15,53,7.136235084,93,806,80.17908052,9.000646429,6.583763167,7.648256263,462,19,485,34,481,519
1,1000,80,7.7,28,5,940,30,15,15,60,7.292192722,97,814,80.47328186,9.233069494,6.724759418,7.861900307,477,24,463,36,501,499
6,1000,80,7.7,28,5,962,13,13,12,38,6.693774006,80,804,79.8282167,8.663397613,5.914354142,7.612436635,530,11,432,27,541,459
3,1000,80,7.7,28,5,951,23,14,12,49,7.061438059,99,798,79.90019803,9.08324314,6.423830861,7.66915742,468,20,483,29,488,512
5,1000,80,7.7,28,6,953,21,13,13,47,7.306554233,94,814,80.40921577,9.000998506,6.129945836,8.455258873,480,14,473,33,494,506
7,1000,80,7.7,28,6,946,28,11,15,54,7.28074911,110,802,80.44604637,9.043843292,6.896733155,7.658669573,476,20,470,34,496,504
8,1000,80,7.7,28,6,960,24,10,6,40,6.856062444,90,788,80.45161069,8.71016431,6.248396199,7.501316291,502,13,458,27,515,485
4,1000,80,7.7,28,6,945,24,15,16,55,7.153785146,90,775,80.20686143,9.021222738,6.592908478,7.673595701,461,20,484,35,481,519
2,1000,80,7.7,28,5,950,25,18,7,50,7.135841166,101,817,80.09963766,8.906488877,6.335825737,7.988750177,496,20,454,30,516,484
6,1000,80,7.7,28,6,961,14,13,12,39,6.718555207,77,812,79.88125455,8.704455523,5.936283504,7.640579154,529,12,432,27,541,459
1,1000,80,7.7,28,6,939,31,15,15,61,7.335131573,93,821,80.51883629,9.257572264,6.771699901,7.900821488,477,24,462,37,501,499
3,1000,80,7.7,28,6,951,23,14,12,49,7.045857857,95,799,79.94839398,9.105465318,6.430464826,7.632404339,468,20,483,29,488,512
7,1000,80,7.7,28,7,946,29,11,14,54,7.265921685,95,815,80.51143469,9.075761314,6.906622421,7.619517785,476,20,470,34,496,504
5,1000,80,7.7,28,7,953,21,12,14,47,7.336674144,108,797,80.47679813,9.033692638,6.150021818,8.495184517,480,14,473,33,494,506
4,1000,80,7.7,28,7,946,24,15,15,54,7.177768572,96,811,80.25577387,9.042987802,6.649580619,7.667283805,461,20,485,34,481,519
8,1000,80,7.7,28,7,958,26,10,6,42,6.914127773,91,820,80.50358996,8.741965598,6.296127246,7.570355137,502,13,456,29,515,485
6,1000,80,7.7,28,7,963,11,13,13,37,6.712681341,86,781,79.9058882,8.717802584,5.966292629,7.592411827,529,12,434,25,541,459
2,1000,80,7.7,28,6,952,24,16,8,48,7.166514608,91,809,80.13193866,8.966136425,6.385194567,7.999492171,497,19,455,29,516,484
1,1000,80,7.7,28,7,942,29,14,15,58,7.31791492,94,799,80.56716831,9.303461313,6.779171557,7.858817575,478,23,464,35,501,499
7,1000,80,7.7,28,8,947,28,11,14,53,7.309269098,91,819,80.53591108,9.090549128,6.971196218,7.641975742,476,20,471,33,496,504
3,1000,80,7.7,28,7,952,22,14,12,48,7.073254456,95,806,79.98928039,9.13010149,6.458250676,7.659429933,469,19,483,29,488,512
5,1000,80,7.7,28,8,955,20,11,14,45,7.347626168,112,810,80.54368203,9.027690256,6.171929424,8.495440776,480,14,475,31,494,506
4,1000,80,7.7,28,8,949,23,14,14,51,7.165053283,104,794,80.31506593,9.077825483,6.636898301,7.654537958,464,17,485,34,481,519
6,1000,80,7.7,28,8,963,11,15,11,37,6.692876771,85,771,79.96334305,8.738254291,5.932922837,7.588595896,529,12,434,25,541,459
8,1000,80,7.7,28,8,958,26,10,6,42,6.916216477,89,810,80.59153926,8.769874056,6.328294863,7.540504376,502,13,456,29,515,485
1,1000,80,7.7,28,8,942,28,15,15,58,7.375567077,95,828,80.59447693,9.336377981,6.87597472,7.877161807,478,23,464,35,501,499
2,1000,80,7.7,28,7,951,26,16,7,49,7.216742877,85,807,80.17772836,8.977269952,6.449938718,8.034244832,497,19,454,30,516,484
7,1000,80,7.7,28,9,948,28,10,14,52,7.302395844,97,796,80.57688401,9.106524418,6.951353897,7.647865697,477,19,471,33,496,504
3,1000,80,7.7,28,8,954,22,12,12,46,7.093459024,91,801,79.99825031,9.178939754,6.456761706,7.700311154,470,18,484,28,488,512
5,1000,80,7.7,28,9,956,19,11,14,44,7.385330999,98,808,80.58391869,9.056757495,6.232501073,8.510821086,480,14,476,30,494,506
6,1000,80,7.7,28,9,964,10,15,11,36,6.73495542,84,817,79.99381613,8.778570833,5.987160019,7.616343899,530,11,434,25,541,459
4,1000,80,7.7,28,9,950,22,13,15,50,7.219172178,105,806,80.39289133,9.115357854,6.720954177,7.68091179,464,17,486,33,481,519
1,1000,80,7.7,28,9,945,28,14,13,55,7.377746509,95,822,80.62799417,9.353108724,6.89195401,7.865486072,479,22,466,33,501,499
8,1000,80,7.7,28,9,958,26,10,6,42,6.933941677,87,801,80.63697884,8.802352849,6.362227821,7.541019276,502,13,456,29,515,485
2,1000,80,7.7,28,8,952,25,17,6,48,7.226667464,100,819,80.23940401,9.004978558,6.437724761,8.067771668,497,19,455,29,516,484
7,1000,80,7.7,28,10,948,28,10,14,52,7.321359553,78,830,80.64527525,9.138998192,6.976483049,7.660761828,476,20,472,32,496,504
6,1000,80,7.7,28,10,965,10,14,11,35,6.76312233,99,796,80.05810956,8.802423542,6.003035795,7.658997746,531,10,434,25,541,459
3,1000,80,7.7,28,9,957,20,11,12,43,7.127856495,101,820,80.0633087,9.205996533,6.489301426,7.736479295,472,16,485,27,488,512
5,1000,80,7.7,28,10,956,19,11,14,44,7.395785351,112,803,80.62638053,9.095977418,6.242892786,8.52133659,481,13,475,31,494,506
4,1000,80,7.7,28,10,950,22,13,15,50,7.25179813,111,830,80.45514794,9.142098246,6.736737495,7.729147196,464,17,486,33,481,519
1,1000,80,7.7,28,10,944,29,14,13,56,7.387934124,95,826,80.66106473,9.40469498,6.899308304,7.878518364,479,22,465,34,501,499
8,1000,80,7.7,28,10,957,27,10,6,43,6.961060088,97,806,80.68904019,8.82988837,6.418246466,7.537449812,502,13,455,30,515,485
7,1000,80,7.7,28,11,949,27,9,15,51,7.33076297,102,810,80.71030365,9.160072985,6.973425888,7.682428036,476,20,473,31,496,504
2,1000,80,7.7,28,9,952,26,16,6,48,7.245464631,97,806,80.31624824,9.025763935,6.459379121,8.083522737,496,20,456,28,516,484
6,1000,80,7.7,28,11,965,10,14,11,35,6.786541626,91,790,80.12629842,8.825096846,6.02220158,7.687430438,531,10,434,25,541,459
3,1000,80,7.7,28,10,957,20,11,12,43,7.121206955,102,814,80.10885833,9.222355297,6.488684009,7.724080388,472,16,485,27,488,512
5,1000,80,7.7,28,11,957,18,11,14,43,7.39910049,90,820,80.66886028,9.122487106,6.272120084,8.499354088,481,13,476,30,494,506
4,1000,80,7.7,28,11,950,22,13,15,50,7.250983602,92,814,80.49548924,9.159449289,6.714275966,7.748394726,464,17,486,33,481,519
1,1000,80,7.7,28,11,945,28,14,13,55,7.42786403,95,819,80.69457612,9.436258814,6.905689726,7.952131217,479,22,466,33,501,499
8,1000,80,7.7,28,11,957,26,11,6,43,6.998035804,90,817,80.76244532,8.853769762,6.475615125,7.552771164,502,13,455,30,515,485
7,1000,80,7.7,28,12,948,28,9,15,52,7.323196636,93,828,80.76024163,9.194294419,6.989048146,7.652041182,476,20,472,32,496,504
2,1000,80,7.7,28,10,952,26,15,7,48,7.257421122,108,824,80.36165793,9.056379308,6.469361986,8.097583341,496,20,456,28,516,484
6,1000,80,7.7,28,12,965,10,14,11,35,6.810616016,95,782,80.17704608,8.874021026,6.047179329,7.710440086,531,10,434,25,541,459
5,1000,80,7.7,28,12,956,19,11,14,44,7.407586668,99,818,80.71835064,9.15443476,6.308401707,8.480704001,480,14,476,30,494,506
3,1000,80,7.7,28,11,955,22,11,12,45,7.159906432,89,785,80.1656193,9.265208527,6.552218785,7.73910872,471,17,484,28,488,512
4,1000,80,7.7,28,12,950,22,14,14,50,7.269241045,104,798,80.56448582,9.195745225,6.701598908,7.795321715,464,17,486,33,481,519
8,1000,80,7.7,28,12,958,26,11,5,42,7.016057783,104,814,80.86153366,8.862792884,6.505401299,7.558301265,502,13,456,29,515,485
1,1000,80,7.7,28,12,946,28,13,13,54,7.431066103,107,832,80.76300293,9.454852595,6.930468729,7.933669879,479,22,467,32,501,499
7,1000,80,7.7,28,13,948,28,9,15,52,7.332999724,101,806,80.80023502,9.220142277,6.997147542,7.663520919,476,20,472,32,496,504
2,1000,80,7.7,28,11,951,27,15,7,49,7.2944277,101,806,80.39110213,9.078896858,6.490479146,8.151529876,495,21,456,28,516,484
6,1000,80,7.7,28,13,966,9,14,11,34,6.814873722,99,815,80.20652036,8.925116282,6.062034126,7.702207538,531,10,435,24,541,459
5,1000,80,7.7,28,13,957,19,11,13,43,7.421099299,101,793,80.779442,9.19175178,6.325151688,8.491056057,480,14,477,29,494,506
3,1000,80,7.7,28,12,957,22,9,12,43,7.11815151,95,788,80.24320298,9.301233135,6.557587284,7.652439287,471,17,486,26,488,512
4,1000,80,7.7,28,13,952,21,14,13,48,7.295338087,73,818,80.59644695,9.21761267,6.741673339,7.80846476,465,16,487,32,481,519
8,1000,80,7.7,28,13,958,26,11,5,42,7.036952221,78,814,80.91072245,8.934778236,6.520506636,7.585342893,502,13,456,29,515,485
1,1000,80,7.7,28,13,947,27,13,13,53,7.477167819,91,821,80.81453911,9.468318711,6.966425796,7.989956903,479,22,468,31,501,499
7,1000,80,7.7,28,14,949,25,11,15,51,7.367311722,93,822,80.86230286,9.236916244,7.036072216,7.693293457,475,21,474,30,496,504
6,1000,80,7.7,28,14,966,9,14,11,34,6.85832711,103,801,80.26319514,8.969693785,6.103711809,7.74775386,531,10,435,24,541,459
5,1000,80,7.7,28,14,958,19,10,13,42,7.45055281,107,814,80.82607461,9.196521907,6.383749345,8.492056588,480,14,478,28,494,506
2,1000,80,7.7,28,12,951,27,15,7,49,7.345519421,90,801,80.46642835,9.099491157,6.554145347,8.189215748,495,21,456,28,516,484
3,1000,80,7.7,28,13,958,21,9,12,42,7.141838387,83,801,80.32739577,9.314437468,6.591799758,7.666093955,471,17,487,25,488,512
4,1000,80,7.7,28,14,954,21,13,12,46,7.279622438,106,801,80.6637346,9.260886812,6.750526685,7.769979004,466,15,488,31,481,519
8,1000,80,7.7,28,14,958,25,12,5,42,7.073822651,78,824,80.93415899,8.978208953,6.559951931,7.619479188,502,13,456,29,515,485
1,1000,80,7.7,28,14,949,26,11,14,51,7.506083971,87,814,80.85015268,9.494917078,6.954318908,8.060060517,480,21,469,30,501,499
7,1000,80,7.7,28,15,949,25,11,15,51,7.422299313,111,817,80.93681808,9.25045797,7.085658148,7.753596967,475,21,474,30,496,504
6,1000,80,7.7,28,15,967,7,15,11,33,6.856220924,102,803,80.33734101,9.012703034,6.093213351,7.755539219,531,10,436,23,541,459
5,1000,80,7.7,28,15,958,19,10,13,42,7.442038725,100,814,80.86716484,9.210777728,6.393205191,8.465998737,480,14,478,28,494,506
2,1000,80,7.7,28,13,952,27,14,7,48,7.37154935,100,816,80.52015442,9.109899064,6.590094823,8.204670292,495,21,457,27,516,484
4,1000,80,7.7,28,15,955,21,13,11,45,7.276122381,107,830,80.72434113,9.289581575,6.798728947,7.718562154,466,15,489,30,481,519
8,1000,80,7.7,28,15,958,25,11,6,42,7.094424648,84,817,81.00889947,9.011791828,6.590674094,7.629335031,501,14,457,28,515,485
3,1000,80,7.7,28,14,959,20,9,12,41,7.196147617,101,822,80.38206475,9.348841957,6.650286021,7.716421951,471,17,488,24,488,512
1,1000,80,7.7,28,15,948,28,11,13,52,7.499122331,100,824,80.91270967,9.53809181,6.912206395,8.088390636,480,21,468,31,501,499
7,1000,80,7.7,28,16,950,25,10,15,50,7.421121446,99,807,81.01461142,9.283434884,7.074280603,7.762456879,476,20,474,30,496,504
6,1000,80,7.7,28,16,967,7,15,11,33,6.882294784,98,814,80.40728755,9.027958951,6.116393439,7.78502382,531,10,436,23,541,459
5,1000,80,7.7,28,16,959,17,11,13,41,7.488936372,105,825,80.90422067,9.244192787,6.446584987,8.506567961,480,14,479,27,494,506
4,1000,80,7.7,28,16,957,21,12,10,43,7.273346498,89,804,80.78917391,9.321699739,6.801582183,7.710569302,466,15,491,28,481,519
8,1000,80,7.7,28,16,959,24,11,6,41,7.150643602,93,818,81.05812246,9.062166136,6.614717061,7.719720238,502,13,457,28,515,485
1,1000,80,7.7,28,16,948,28,11,13,52,7.51617063,102,824,81.0094819,9.567136138,6.909294917,8.12547871,480,21,468,31,501,499
7,1000,80,7.7,28,17,951,24,11,14,49,7.432687212,103,788,81.06060989,9.31286997,7.082163947,7.777646616,477,19,474,30,496,504
3,1000,80,7.7,28,15,959,20,9,12,41,7.22684354,101,807,80.41922498,9.392493337,6.669636142,7.75793184,471,17,488,24,488,512
2,1000,80,7.7,28,14,952,27,14,7,48,7.412734084,115,808,80.5430701,9.150474471,6.594279785,8.285301063,495,21,457,27,516,484
6,1000,80,7.7,28,17,967,8,14,11,33,6.920353113,95,819,80.4692397,9.063556594,6.175091081,7.79875564,530,11,437,22,541,459
5,1000,80,7.7,28,17,959,19,11,11,41,7.505605612,99,814,80.94730482,9.274521652,6.470224906,8.516431835,480,14,479,27,494,506
8,1000,80,7.7,28,17,959,24,11,6,41,7.187145379,86,802,81.09612556,9.067943408,6.671455154,7.734733968,502,13,457,28,515,485
4,1000,80,7.7,28,17,958,21,11,10,42,7.273293541,107,819,80.81745725,9.342624249,6.762220797,7.746946702,467,14,491,28,481,519
7,1000,80,7.7,28,18,949,26,11,14,51,7.461878811,90,806,81.11105425,9.346093152,7.14025943,7.778393122,475,21,474,30,496,504
1,1000,80,7.7,28,17,949,28,10,13,51,7.537262752,107,833,81.08277384,9.582853112,6.925147834,8.151831036,481,20,468,31,501,499
3,1000,80,7.7,28,16,960,20,9,11,40,7.269535597,111,827,80.49527445,9.422565325,6.680876127,7.830601655,471,17,489,23,488,512
2,1000,80,7.7,28,15,952,26,15,7,48,7.470886736,114,789,80.61929796,9.179429009,6.654426222,8.341328111,495,21,457,27,516,484
6,1000,80,7.7,28,18,967,8,14,11,33,6.943722759,99,788,80.49415282,9.082480383,6.208899265,7.80982191,530,11,437,22,541,459
5,1000,80,7.7,28,18,959,19,11,11,41,7.561211927,115,829,80.98118349,9.291342195,6.51084097,8.586672901,480,14,479,27,494,506
7,1000,80,7.7,28,19,949,27,11,13,51,7.484495468,92,825,81.17618625,9.37996138,7.151960455,7.811752147,476,20,473,31,496,504
8,1000,80,7.7,28,18,961,22,11,6,39,7.191175676,98,810,81.15729675,9.063423022,6.691331875,7.72193765,503,12,458,27,515,485
4,1000,80,7.7,28,18,957,22,11,10,43,7.320495959,83,802,80.85562083,9.372121098,6.839971341,7.765837656,467,14,490,29,481,519
1,1000,80,7.7,28,18,949,29,10,12,51,7.536843121,96,816,81.12990652,9.616603142,6.966962051,8.109008283,481,20,468,31,501,499
3,1000,80,7.7,28,17,960,21,9,10,40,7.24384897,96,804,80.58120799,9.456805844,6.659274766,7.801021258,472,16,488,24,488,512
2,1000,80,7.7,28,16,952,26,15,7,48,7.504343998,99,826,80.73231811,9.210768729,6.717715467,8.342981027,495,21,457,27,516,484
6,1000,80,7.7,28,19,965,10,15,10,35,6.949348526,92,821,80.54942677,9.113304646,6.203540744,7.828394299,529,12,436,23,541,459
5,1000,80,7.7,28,19,958,20,11,11,42,7.575419709,91,818,81.01483086,9.306683833,6.526971142,8.599003883,480,14,478,28,494,506
7,1000,80,7.7,28,20,948,28,11,13,52,7.505115807,107,811,81.21777141,9.405054846,7.174906725,7.830083475,475,21,473,31,496,504
8,1000,80,7.7,28,19,960,23,11,6,40,7.230048164,89,801,81.17987867,9.098306173,6.72159928,7.769947493,503,12,457,28,515,485
4,1000,80,7.7,28,19,957,23,11,9,43,7.345069598,82,824,80.90780222,9.410317761,6.863207213,7.791651114,467,14,490,29,481,519
1,1000,80,7.7,28,19,950,28,10,12,50,7.566383973,108,806,81.18212865,9.655830981,7.017330226,8.117638337,481,20,469,30,501,499
3,1000,80,7.7,28,18,959,23,8,10,41,7.254797451,109,822,80.63995463,9.483923949,6.698716504,7.784812104,470,18,489,23,488,512
6,1000,80,7.7,28,20,963,12,15,10,37,7.013997285,106,799,80.61568525,9.130259222,6.263295048,7.898811903,528,13,435,24,541,459
2,1000,80,7.7,28,17,954,24,15,7,46,7.540761149,86,802,80.79617995,9.27452594,6.782519371,8.349134614,495,21,459,25,516,484
5,1000,80,7.7,28,20,956,22,11,11,44,7.625439627,103,807,81.03723121,9.344449184,6.603134535,8.623500329,479,15,477,29,494,506
7,1000,80,7.7,28,21,949,26,12,13,51,7.523794085,107,793,81.2799373,9.426865762,7.223419348,7.819400969,475,21,474,30,496,504
8,1000,80,7.7,28,20,961,23,11,5,39,7.262862799,106,815,81.22622422,9.152417395,6.758463008,7.798462578,503,12,458,27,515,485
4,1000,80,7.7,28,20,958,22,11,9,42,7.392385724,92,826,80.94585773,9.44989782,6.928046596,7.822726996,467,14,491,28,481,519
1,1000,80,7.7,28,20,952,27,9,12,48,7.534723754,88,812,81.21594751,9.686515455,7.000148098,8.071441998,481,20,471,28,501,499
3,1000,80,7.7,28,19,961,23,6,10,39,7.28459513,93,803,80.68833064,9.525127803,6.735575976,7.807879011,470,18,491,21,488,512
6,1000,80,7.7,28,21,966,11,13,10,34,7.00170296,84,797,80.7108612,9.158989766,6.28261047,7.849260774,528,13,438,21,541,459
5,1000,80,7.7,28,21,956,23,11,10,44,7.650175354,102,827,81.04273425,9.372414414,6.585962257,8.689150196,479,15,477,29,494,506
2,1000,80,7.7,28,18,954,26,15,5,46,7.54845326,123,811,80.82763106,9.307114633,6.865160092,8.276922836,495,21,459,25,516,484
7,1000,80,7.7,28,22,951,26,11,12,49,7.531079219,107,806,81.33740903,9.465308619,7.231728659,7.825678183,477,19,474,30,496,504
8,1000,80,7.7,28,21,962,22,11,5,38,7.275552104,91,829,81.25432426,9.180665241,6.769181942,7.813244133,503,12,459,26,515,485
1,1000,80,7.7,28,21,953,26,9,12,47,7.52760015,108,829,81.27916272,9.723244509,7.019126566,8.038111704,481,20,472,27,501,499
4,1000,80,7.7,28,21,957,23,11,9,43,7.411741895,100,809,80.97576029,9.469993178,6.938178931,7.850631656,466,15,491,28,481,519
3,1000,80,7.7,28,20,959,25,6,10,41,7.342789289,89,821,80.72726552,9.573377396,6.786845053,7.872673638,469,19,490,22,488,512
6,1000,80,7.7,28,22,965,12,13,10,35,7.080759832,92,816,80.70176099,9.186855142,6.357328271,7.93343189,528,13,437,22,541,459
5,1000,80,7.7,28,22,956,23,11,10,44,7.692467451,118,799,81.09028851,9.418573611,6.657681477,8.702713046,479,15,477,29,494,506
7,1000,80,7.7,28,23,950,25,13,12,50,7.587075949,107,800,81.39558178,9.498693402,7.259059477,7.909885811,477,19,473,31,496,504
2,1000,80,7.7,28,19,954,27,14,5,46,7.548719015,115,816,80.86875456,9.342786394,6.861643551,8.281220956,495,21,459,25,516,484
8,1000,80,7.7,28,22,962,22,11,5,38,7.310722851,92,812,81.2958457,9.207036973,6.797431073,7.855764635,503,12,459,26,515,485
1,1000,80,7.7,28,22,953,26,9,12,47,7.523980081,110,822,81.31897543,9.740147308,7.047222051,8.002648965,481,20,472,27,501,499
4,1000,80,7.7,28,22,958,24,11,7,42,7.397649592,84,815,81.0113312,9.479296421,6.954285631,7.808551452,466,15,492,27,481,519
3,1000,80,7.7,28,21,959,25,6,10,41,7.355607049,109,817,80.7578263,9.618080546,6.835343566,7.851483181,469,19,490,22,488,512
6,1000,80,7.7,28,23,965,13,13,9,35,7.104897876,105,810,80.77640231,9.213669099,6.366730367,7.974938449,528,13,437,22,541,459
5,1000,80,7.7,28,23,958,23,10,9,42,7.712445404,79,812,81.11705168,9.452712016,6.685410485,8.715123762,480,14,478,28,494,506
7,1000,80,7.7,28,24,951,23,14,12,49,7.614313908,90,816,81.44238672,9.53046508,7.248208558,7.974608063,479,17,472,32,496,504
